"Label","Alabama!!Total!!Estimate","Alabama!!Total!!Margin of Error","Alabama!!Percent!!Estimate","Alabama!!Percent!!Margin of Error","Alaska!!Total!!Estimate","Alaska!!Total!!Margin of Error","Alaska!!Percent!!Estimate","Alaska!!Percent!!Margin of Error","Arizona!!Total!!Estimate","Arizona!!Total!!Margin of Error","Arizona!!Percent!!Estimate","Arizona!!Percent!!Margin of Error","Arkansas!!Total!!Estimate","Arkansas!!Total!!Margin of Error","Arkansas!!Percent!!Estimate","Arkansas!!Percent!!Margin of Error","California!!Total!!Estimate","California!!Total!!Margin of Error","California!!Percent!!Estimate","California!!Percent!!Margin of Error","Colorado!!Total!!Estimate","Colorado!!Total!!Margin of Error","Colorado!!Percent!!Estimate","Colorado!!Percent!!Margin of Error","Connecticut!!Total!!Estimate","Connecticut!!Total!!Margin of Error","Connecticut!!Percent!!Estimate","Connecticut!!Percent!!Margin of Error","Delaware!!Total!!Estimate","Delaware!!Total!!Margin of Error","Delaware!!Percent!!Estimate","Delaware!!Percent!!Margin of Error","District of Columbia!!Total!!Estimate","District of Columbia!!Total!!Margin of Error","District of Columbia!!Percent!!Estimate","District of Columbia!!Percent!!Margin of Error","Florida!!Total!!Estimate","Florida!!Total!!Margin of Error","Florida!!Percent!!Estimate","Florida!!Percent!!Margin of Error","Georgia!!Total!!Estimate","Georgia!!Total!!Margin of Error","Georgia!!Percent!!Estimate","Georgia!!Percent!!Margin of Error","Hawaii!!Total!!Estimate","Hawaii!!Total!!Margin of Error","Hawaii!!Percent!!Estimate","Hawaii!!Percent!!Margin of Error","Idaho!!Total!!Estimate","Idaho!!Total!!Margin of Error","Idaho!!Percent!!Estimate","Idaho!!Percent!!Margin of Error","Illinois!!Total!!Estimate","Illinois!!Total!!Margin of Error","Illinois!!Percent!!Estimate","Illinois!!Percent!!Margin of Error","Indiana!!Total!!Estimate","Indiana!!Total!!Margin of Error","Indiana!!Percent!!Estimate","Indiana!!Percent!!Margin of Error","Iowa!!Total!!Estimate","Iowa!!Total!!Margin of Error","Iowa!!Percent!!Estimate","Iowa!!Percent!!Margin of Error","Kansas!!Total!!Estimate","Kansas!!Total!!Margin of Error","Kansas!!Percent!!Estimate","Kansas!!Percent!!Margin of Error","Kentucky!!Total!!Estimate","Kentucky!!Total!!Margin of Error","Kentucky!!Percent!!Estimate","Kentucky!!Percent!!Margin of Error","Louisiana!!Total!!Estimate","Louisiana!!Total!!Margin of Error","Louisiana!!Percent!!Estimate","Louisiana!!Percent!!Margin of Error","Maine!!Total!!Estimate","Maine!!Total!!Margin of Error","Maine!!Percent!!Estimate","Maine!!Percent!!Margin of Error","Maryland!!Total!!Estimate","Maryland!!Total!!Margin of Error","Maryland!!Percent!!Estimate","Maryland!!Percent!!Margin of Error","Massachusetts!!Total!!Estimate","Massachusetts!!Total!!Margin of Error","Massachusetts!!Percent!!Estimate","Massachusetts!!Percent!!Margin of Error","Michigan!!Total!!Estimate","Michigan!!Total!!Margin of Error","Michigan!!Percent!!Estimate","Michigan!!Percent!!Margin of Error","Minnesota!!Total!!Estimate","Minnesota!!Total!!Margin of Error","Minnesota!!Percent!!Estimate","Minnesota!!Percent!!Margin of Error","Mississippi!!Total!!Estimate","Mississippi!!Total!!Margin of Error","Mississippi!!Percent!!Estimate","Mississippi!!Percent!!Margin of Error","Missouri!!Total!!Estimate","Missouri!!Total!!Margin of Error","Missouri!!Percent!!Estimate","Missouri!!Percent!!Margin of Error","Montana!!Total!!Estimate","Montana!!Total!!Margin of Error","Montana!!Percent!!Estimate","Montana!!Percent!!Margin of Error","Nebraska!!Total!!Estimate","Nebraska!!Total!!Margin of Error","Nebraska!!Percent!!Estimate","Nebraska!!Percent!!Margin of Error","Nevada!!Total!!Estimate","Nevada!!Total!!Margin of Error","Nevada!!Percent!!Estimate","Nevada!!Percent!!Margin of Error","New Hampshire!!Total!!Estimate","New Hampshire!!Total!!Margin of Error","New Hampshire!!Percent!!Estimate","New Hampshire!!Percent!!Margin of Error","New Jersey!!Total!!Estimate","New Jersey!!Total!!Margin of Error","New Jersey!!Percent!!Estimate","New Jersey!!Percent!!Margin of Error","New Mexico!!Total!!Estimate","New Mexico!!Total!!Margin of Error","New Mexico!!Percent!!Estimate","New Mexico!!Percent!!Margin of Error","New York!!Total!!Estimate","New York!!Total!!Margin of Error","New York!!Percent!!Estimate","New York!!Percent!!Margin of Error","North Carolina!!Total!!Estimate","North Carolina!!Total!!Margin of Error","North Carolina!!Percent!!Estimate","North Carolina!!Percent!!Margin of Error","North Dakota!!Total!!Estimate","North Dakota!!Total!!Margin of Error","North Dakota!!Percent!!Estimate","North Dakota!!Percent!!Margin of Error","Ohio!!Total!!Estimate","Ohio!!Total!!Margin of Error","Ohio!!Percent!!Estimate","Ohio!!Percent!!Margin of Error","Oklahoma!!Total!!Estimate","Oklahoma!!Total!!Margin of Error","Oklahoma!!Percent!!Estimate","Oklahoma!!Percent!!Margin of Error","Oregon!!Total!!Estimate","Oregon!!Total!!Margin of Error","Oregon!!Percent!!Estimate","Oregon!!Percent!!Margin of Error","Pennsylvania!!Total!!Estimate","Pennsylvania!!Total!!Margin of Error","Pennsylvania!!Percent!!Estimate","Pennsylvania!!Percent!!Margin of Error","Rhode Island!!Total!!Estimate","Rhode Island!!Total!!Margin of Error","Rhode Island!!Percent!!Estimate","Rhode Island!!Percent!!Margin of Error","South Carolina!!Total!!Estimate","South Carolina!!Total!!Margin of Error","South Carolina!!Percent!!Estimate","South Carolina!!Percent!!Margin of Error","South Dakota!!Total!!Estimate","South Dakota!!Total!!Margin of Error","South Dakota!!Percent!!Estimate","South Dakota!!Percent!!Margin of Error","Tennessee!!Total!!Estimate","Tennessee!!Total!!Margin of Error","Tennessee!!Percent!!Estimate","Tennessee!!Percent!!Margin of Error","Texas!!Total!!Estimate","Texas!!Total!!Margin of Error","Texas!!Percent!!Estimate","Texas!!Percent!!Margin of Error","Utah!!Total!!Estimate","Utah!!Total!!Margin of Error","Utah!!Percent!!Estimate","Utah!!Percent!!Margin of Error","Vermont!!Total!!Estimate","Vermont!!Total!!Margin of Error","Vermont!!Percent!!Estimate","Vermont!!Percent!!Margin of Error","Virginia!!Total!!Estimate","Virginia!!Total!!Margin of Error","Virginia!!Percent!!Estimate","Virginia!!Percent!!Margin of Error","Washington!!Total!!Estimate","Washington!!Total!!Margin of Error","Washington!!Percent!!Estimate","Washington!!Percent!!Margin of Error","West Virginia!!Total!!Estimate","West Virginia!!Total!!Margin of Error","West Virginia!!Percent!!Estimate","West Virginia!!Percent!!Margin of Error","Wisconsin!!Total!!Estimate","Wisconsin!!Total!!Margin of Error","Wisconsin!!Percent!!Estimate","Wisconsin!!Percent!!Margin of Error","Wyoming!!Total!!Estimate","Wyoming!!Total!!Margin of Error","Wyoming!!Percent!!Estimate","Wyoming!!Percent!!Margin of Error","Puerto Rico!!Total!!Estimate","Puerto Rico!!Total!!Margin of Error","Puerto Rico!!Percent!!Estimate","Puerto Rico!!Percent!!Margin of Error"
"    White alone","2,594,550","±5,043","70.3%","±0.1","370,547","±2,411","69.7%","±0.5","3,970,171","±16,785","81.1%","±0.3","1,767,277","±4,329","80.0%","±0.2","16,248,203","±37,966","63.3%","±0.1","3,545,964","±11,572","87.4%","±0.2","2,113,264","±9,529","80.9%","±0.3","516,740","±2,844","72.8%","±0.4","228,792","±3,408","44.8%","±0.5","11,764,013","±31,485","78.3%","±0.2","4,548,297","±12,483","61.8%","±0.1","291,754","±3,334","28.4%","±0.4","1,130,214","±5,126","92.7%","±0.3","6,824,401","±17,696","75.4%","±0.2","4,259,529","±7,265","86.9%","±0.1","2,175,640","±4,246","93.6%","±0.2","1,836,860","±5,420","87.8%","±0.2","3,000,478","±5,122","89.5%","±0.2","2,239,824","±5,436","64.6%","±0.1","1,024,749","±2,051","96.3%","±0.1","2,579,484","±7,499","59.8%","±0.2","4,204,400","±13,107","84.2%","±0.2","6,086,448","±9,148","81.3%","±0.1","3,597,864","±5,856","88.2%","±0.2","1,355,236","±3,425","60.6%","±0.1","3,910,738","±5,838","84.9%","±0.2","737,173","±2,370","90.9%","±0.2","1,243,234","±3,608","90.9%","±0.3","1,420,193","±11,150","69.9%","±0.5","999,372","±3,103","95.3%","±0.3","4,508,722","±15,249","72.7%","±0.2","1,156,585","±9,349","77.5%","±0.5","9,562,259","±24,470","69.0%","±0.2","5,425,243","±10,793","72.2%","±0.1","509,530","±1,632","90.3%","±0.5","7,444,964","±8,307","84.3%","±0.1","2,152,767","±5,404","75.9%","±0.2","2,699,526","±9,121","88.2%","±0.3","8,228,591","±11,738","84.3%","±0.1","683,726","±4,653","86.3%","±0.6","2,651,463","±5,171","69.8%","±0.1","568,749","±1,810","88.6%","±0.3","4,035,198","±7,579","80.4%","±0.1","13,862,112","±35,876","76.3%","±0.2","1,832,306","±6,770","90.3%","±0.3","475,019","±1,544","96.1%","±0.3","4,375,044","±9,444","71.2%","±0.2","4,291,509","±10,217","81.6%","±0.2","1,348,070","±3,003","94.3%","±0.2","3,893,651","±6,944","89.0%","±0.1","399,806","±2,423","93.3%","±0.4","1,769,053","±19,982","67.1%","±0.7"
"    Black or African American alone","977,499","±4,925","26.5%","±0.1","15,789","±1,236","3.0%","±0.2","213,036","±4,007","4.4%","±0.1","331,784","±3,398","15.0%","±0.2","1,726,398","±11,803","6.7%","±0.1","151,670","±4,671","3.7%","±0.1","258,520","±5,673","9.9%","±0.2","153,093","±2,836","21.6%","±0.4","240,731","±3,155","47.2%","±0.6","2,263,285","±18,383","15.1%","±0.1","2,379,072","±9,465","32.3%","±0.1","19,243","±1,737","1.9%","±0.2","6,738","±1,595","0.6%","±0.1","1,343,504","±7,234","14.8%","±0.1","431,452","±5,339","8.8%","±0.1","64,671","±2,901","2.8%","±0.1","117,724","±3,258","5.6%","±0.2","256,393","±5,033","7.7%","±0.1","1,100,450","±5,773","31.7%","±0.2","8,249","±1,227","0.8%","±0.1","1,310,893","±8,202","30.4%","±0.2","328,213","±7,772","6.6%","±0.2","1,012,292","±5,860","13.5%","±0.1","193,904","±5,277","4.8%","±0.1","826,757","±4,261","37.0%","±0.2","504,446","±5,752","10.9%","±0.1","N","N","N","N","57,062","±2,493","4.2%","±0.2","195,702","±3,554","9.6%","±0.2","13,583","±1,969","1.3%","±0.2","858,691","±8,876","13.9%","±0.1","32,585","±2,150","2.2%","±0.1","2,157,160","±15,420","15.6%","±0.1","1,650,467","±9,526","22.0%","±0.1","11,407","±2,116","2.0%","±0.4","1,037,355","±8,331","11.7%","±0.1","205,987","±3,416","7.3%","±0.1","51,657","±2,803","1.7%","±0.1","1,016,974","±9,023","10.4%","±0.1","42,427","±3,466","5.4%","±0.4","1,014,684","±5,748","26.7%","±0.2","8,111","±1,546","1.3%","±0.2","822,470","±5,229","16.4%","±0.1","2,415,224","±13,986","13.3%","±0.1","19,564","±1,889","1.0%","±0.1","N","N","N","N","1,205,957","±8,438","19.6%","±0.1","182,412","±6,534","3.5%","±0.1","53,859","±2,906","3.8%","±0.2","251,384","±3,305","5.7%","±0.1","N","N","N","N","315,764","±14,146","12.0%","±0.5"
"    Asian alone","28,616","±2,689","0.8%","±0.1","23,909","±2,098","4.5%","±0.4","120,530","±4,438","2.5%","±0.1","18,286","±1,774","0.8%","±0.1","3,539,847","±20,966","13.8%","±0.1","92,829","±3,806","2.3%","±0.1","80,707","±4,510","3.1%","±0.2","16,924","±1,756","2.4%","±0.2","16,977","±1,612","3.3%","±0.3","336,951","±8,019","2.2%","±0.1","193,031","±7,540","2.6%","±0.1","402,849","±7,112","39.3%","±0.6","10,816","±1,876","0.9%","±0.2","379,680","±6,764","4.2%","±0.1","56,983","±3,729","1.2%","±0.1","30,049","±2,617","1.3%","±0.1","40,216","±3,146","1.9%","±0.1","27,335","±2,396","0.8%","±0.1","45,132","±3,261","1.3%","±0.1","7,024","±898","0.7%","±0.1","218,479","±5,588","5.1%","±0.1","225,420","±7,888","4.5%","±0.2","141,719","±4,648","1.9%","±0.1","136,765","±4,593","3.4%","±0.1","13,667","±2,407","0.6%","±0.1","57,148","±3,762","1.2%","±0.1","4,575","±1,149","0.6%","±0.1","19,594","±2,238","1.4%","±0.2","163,436","±4,875","8.0%","±0.2","16,065","±1,468","1.5%","±0.1","458,272","±8,551","7.4%","±0.1","18,331","±1,742","1.2%","±0.1","912,367","±13,808","6.6%","±0.1","128,634","±4,611","1.7%","±0.1","3,706","±1,261","0.7%","±0.2","109,446","±5,665","1.2%","±0.1","43,837","±2,948","1.5%","±0.1","99,171","±4,873","3.2%","±0.2","219,662","±5,743","2.2%","±0.1","19,252","±2,060","2.4%","±0.3","39,652","±2,945","1.0%","±0.1","5,311","±1,223","0.8%","±0.2","50,095","±3,712","1.0%","±0.1","680,448","±11,600","3.7%","±0.1","37,511","±2,712","1.8%","±0.1","3,899","±882","0.8%","±0.2","303,091","±7,711","4.9%","±0.1","346,034","±8,179","6.6%","±0.1","6,454","±1,352","0.5%","±0.1","74,238","±3,793","1.7%","±0.1","2,286","±620","0.5%","±0.1","N","N","N","N"
"    American Indian and Alaska Native alone","N","N","N","N","N","N","N","N","222,140","±5,838","4.5%","±0.1","N","N","N","N","216,650","±8,442","0.8%","±0.1","43,473","±3,273","1.1%","±0.1","7,278","±1,496","0.3%","±0.1","N","N","N","N","N","N","N","N","44,217","±4,239","0.3%","±0.1","20,774","±2,580","0.3%","±0.1","N","N","N","N","N","N","N","N","20,533","±3,070","0.2%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","12,611","±1,957","0.3%","±0.1","9,066","±1,758","0.2%","±0.1","40,848","±2,772","0.5%","±0.1","40,572","±2,492","1.0%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","26,802","±2,137","1.3%","±0.1","N","N","N","N","10,959","±1,670","0.2%","±0.1","N","N","N","N","51,410","±4,090","0.4%","±0.1","87,765","±3,000","1.2%","±0.1","N","N","N","N","18,371","±2,344","0.2%","±0.1","N","N","N","N","33,951","±2,912","1.1%","±0.1","17,093","±2,296","0.2%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87,562","±5,643","0.5%","±0.1","22,409","±1,525","1.1%","±0.1","N","N","N","N","20,750","±2,914","0.3%","±0.1","63,384","±3,874","1.2%","±0.1","N","N","N","N","36,626","±1,874","0.8%","±0.1","N","N","N","N","N","N","N","N"
"    Native Hawaiian and Other Pacific Islander alone","N","N","N","N","4,933","±792","0.9%","±0.1","9,484","±1,302","0.2%","±0.1","1,848","±934","0.1%","±0.1","106,403","±5,032","0.4%","±0.1","5,530","±1,373","0.1%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","8,897","±2,548","0.1%","±0.1","N","N","N","N","90,343","±4,129","8.8%","±0.4","N","N","N","N","2,303","±755","0.0%","±0.1","N","N","N","N","1,962","±809","0.1%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","15,148","±1,451","0.7%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","5,339","±1,241","0.0%","±0.1","5,476","±1,861","0.1%","±0.1","N","N","N","N","N","N","N","N","2,239","±732","0.1%","±0.1","8,713","±1,497","0.3%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","16,546","±2,375","0.1%","±0.1","15,898","±2,003","0.8%","±0.1","N","N","N","N","N","N","N","N","32,306","±2,250","0.6%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"    Some Other Race alone","16,650","±2,671","0.5%","±0.1","8,258","±1,537","1.6%","±0.3","228,065","±11,135","4.7%","±0.2","29,177","±3,760","1.3%","±0.2","2,782,368","±33,739","10.8%","±0.1","111,264","±6,271","2.7%","±0.2","92,774","±6,946","3.6%","±0.3","6,812","±1,926","1.0%","±0.3","9,789","±1,732","1.9%","±0.3","321,475","±17,418","2.1%","±0.1","85,983","±5,917","1.2%","±0.1","14,227","±2,459","1.4%","±0.2","26,511","±4,063","2.2%","±0.3","325,914","±13,742","3.6%","±0.2","56,409","±4,852","1.2%","±0.1","17,293","±2,789","0.7%","±0.1","27,672","±3,329","1.3%","±0.2","12,476","±2,593","0.4%","±0.1","22,970","±3,113","0.7%","±0.1","N","N","N","N","88,305","±6,410","2.0%","±0.1","131,712","±8,343","2.6%","±0.2","53,900","±4,163","0.7%","±0.1","36,618","±3,769","0.9%","±0.1","10,022","±2,142","0.4%","±0.1","31,138","±4,343","0.7%","±0.1","4,237","±1,147","0.5%","±0.1","14,673","±2,729","1.1%","±0.2","137,824","±9,625","6.8%","±0.5","3,269","±1,041","0.3%","±0.1","246,863","±9,978","4.0%","±0.2","103,460","±7,287","6.9%","±0.5","870,710","±24,090","6.3%","±0.2","86,371","±6,508","1.2%","±0.1","5,077","±1,453","0.9%","±0.3","55,427","±4,827","0.6%","±0.1","43,490","±3,171","1.5%","±0.1","56,557","±6,747","1.8%","±0.2","133,422","±9,177","1.4%","±0.1","24,182","±4,310","3.1%","±0.5","25,667","±3,762","0.7%","±0.1","2,461","±855","0.4%","±0.1","22,956","±3,178","0.5%","±0.1","739,438","±24,805","4.1%","±0.1","58,071","±4,717","2.9%","±0.2","N","N","N","N","79,409","±7,713","1.3%","±0.1","115,127","±6,474","2.2%","±0.1","5,143","±1,564","0.4%","±0.1","49,275","±4,193","1.1%","±0.1","5,418","±1,384","1.3%","±0.3","406,548","±16,333","15.4%","±0.6"
"    Two or More Races","49,143","±4,527","1.3%","±0.1","N","N","N","N","132,280","±8,049","2.7%","±0.2","45,202","±3,451","2.0%","±0.2","1,030,586","±20,753","4.0%","±0.1","106,707","±6,652","2.6%","±0.2","58,845","±5,295","2.3%","±0.2","13,947","±2,380","2.0%","±0.3","12,528","±2,364","2.5%","±0.5","276,112","±12,447","1.8%","±0.1","132,361","±7,417","1.8%","±0.1","205,093","±8,851","20.0%","±0.8","26,795","±2,917","2.2%","±0.2","159,592","±8,303","1.8%","±0.1","83,991","±4,989","1.7%","±0.1","28,631","±2,924","1.2%","±0.1","50,357","±3,648","2.4%","±0.2","46,693","±4,271","1.4%","±0.1","41,696","±4,777","1.2%","±0.1","N","N","N","N","99,187","±6,217","2.3%","±0.1","93,728","±6,589","1.9%","±0.1","144,781","±6,438","1.9%","±0.1","72,389","±4,986","1.8%","±0.1","18,925","±3,023","0.8%","±0.1","79,326","±5,305","1.7%","±0.1","N","N","N","N","22,257","±2,262","1.6%","±0.2","72,108","±5,016","3.5%","±0.2","14,861","±1,895","1.4%","±0.2","113,085","±7,132","1.8%","±0.1","38,866","±3,733","2.6%","±0.2","307,403","±11,234","2.2%","±0.1","125,923","±7,915","1.7%","±0.1","N","N","N","N","161,938","±7,933","1.8%","±0.1","175,434","±5,558","6.2%","±0.2","110,753","±5,664","3.6%","±0.2","146,531","±7,561","1.5%","±0.1","18,485","±3,382","2.3%","±0.4","53,160","±5,581","1.4%","±0.1","N","N","N","N","68,003","±4,672","1.4%","±0.1","373,015","±14,329","2.1%","±0.1","42,417","±3,647","2.1%","±0.2","N","N","N","N","158,698","±8,452","2.6%","±0.1","229,120","±8,813","4.4%","±0.2","N","N","N","N","67,873","±3,990","1.6%","±0.1","N","N","N","N","135,314","±9,112","5.1%","±0.3"
"Hispanic or Latino","68,370","±4,308","1.9%","±0.1","31,763","±854","6.0%","±0.2","1,144,543","±12,444","23.4%","±0.2","77,412","±4,052","3.5%","±0.2","7,697,731","±31,994","30.0%","±0.1","636,748","±8,738","15.7%","±0.2","306,204","±6,475","11.7%","±0.2","35,463","±3,099","5.0%","±0.4","30,518","±2,847","6.0%","±0.5","2,976,237","±25,633","19.8%","±0.1","348,842","±9,629","4.7%","±0.1","88,962","±1,375","8.7%","±0.1","94,726","±3,623","7.8%","±0.3","1,018,331","±13,392","11.2%","±0.1","195,216","±5,783","4.0%","±0.1","78,723","±3,154","3.4%","±0.1","148,379","±3,959","7.1%","±0.2","56,066","±3,705","1.7%","±0.1","106,571","±4,900","3.1%","±0.1","12,931","±1,084","1.2%","±0.1","230,286","±8,398","5.3%","±0.2","436,238","±7,075","8.7%","±0.1","249,396","±4,899","3.3%","±0.1","117,953","±4,177","2.9%","±0.1","35,854","±3,318","1.6%","±0.1","121,043","±4,897","2.6%","±0.1","22,151","±1,386","2.7%","±0.2","78,552","±3,622","5.7%","±0.2","386,808","±7,814","19.0%","±0.3","27,962","±1,621","2.7%","±0.2","918,336","±11,239","14.8%","±0.2","636,756","±6,458","42.6%","±0.3","2,029,519","±18,858","14.6%","±0.1","319,293","±9,124","4.3%","±0.1","14,820","±1,229","2.6%","±0.2","226,666","±4,154","2.6%","±0.1","164,171","±4,427","5.8%","±0.1","235,527","±7,085","7.7%","±0.2","500,784","±7,934","5.1%","±0.1","81,903","±4,338","10.3%","±0.5","113,760","±4,626","3.0%","±0.1","14,404","±1,378","2.2%","±0.2","115,686","±6,451","2.3%","±0.1","5,424,880","±32,620","29.8%","±0.1","173,279","±5,262","8.5%","±0.2","7,481","±853","1.5%","±0.2","329,257","±9,639","5.4%","±0.1","386,841","±7,976","7.4%","±0.1","13,029","±1,965","0.9%","±0.1","181,025","±4,750","4.1%","±0.1","30,257","±2,203","7.1%","±0.5","2,614,220","±5,666","99.1%","±0.1"
"White alone, Not Hispanic or Latino","2,546,071","±2,681","69.0%","±0.1","354,117","±1,255","66.6%","±0.4","3,134,110","±7,012","64.0%","±0.2","1,722,655","±2,007","78.0%","±0.2","11,844,297","±15,526","46.2%","±0.1","3,071,544","±4,224","75.7%","±0.2","1,929,266","±5,042","73.9%","±0.3","492,429","±1,703","69.4%","±0.4","212,092","±2,357","41.5%","±0.4","9,256,799","±11,834","61.7%","±0.1","4,321,525","±6,398","58.7%","±0.1","260,635","±1,492","25.4%","±0.2","1,067,617","±2,019","87.5%","±0.3","6,193,023","±9,273","68.4%","±0.1","4,134,747","±4,618","84.4%","±0.1","2,119,242","±2,690","91.1%","±0.2","1,726,275","±2,094","82.5%","±0.2","2,960,609","±4,023","88.4%","±0.2","2,164,239","±2,842","62.4%","±0.1","1,015,063","±1,808","95.4%","±0.2","2,462,907","±4,170","57.1%","±0.2","3,930,307","±10,273","78.7%","±0.2","5,916,685","±6,928","79.1%","±0.1","3,528,190","±3,415","86.5%","±0.2","1,332,936","±1,855","59.6%","±0.1","3,829,156","±3,435","83.1%","±0.1","722,604","±1,519","89.1%","±0.2","1,183,439","±1,334","86.5%","±0.3","1,199,814","±3,399","59.1%","±0.3","979,855","±2,374","93.4%","±0.3","3,905,106","±6,676","63.0%","±0.2","654,966","±2,632","43.9%","±0.2","8,648,132","±11,135","62.4%","±0.1","5,218,237","±5,213","69.5%","±0.1","500,035","±1,021","88.6%","±0.4","7,296,341","±6,283","82.6%","±0.1","2,052,532","±2,704","72.4%","±0.1","2,543,085","±4,445","83.1%","±0.3","7,920,358","±6,486","81.1%","±0.1","630,953","±2,760","79.6%","±0.6","2,573,831","±2,934","67.7%","±0.1","558,533","±980","87.0%","±0.3","3,947,581","±4,044","78.7%","±0.1","9,359,397","±11,610","51.5%","±0.1","1,727,382","±2,768","85.2%","±0.3","469,318","±1,183","94.9%","±0.3","4,162,850","±5,897","67.7%","±0.2","4,059,595","±5,726","77.2%","±0.2","1,339,279","±2,470","93.7%","±0.2","3,777,795","±3,645","86.3%","±0.2","378,834","±954","88.4%","±0.5","17,055","±3,038","0.6%","±0.1"
"EDUCATIONAL ATTAINMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Less than 9th grade","124,759","±6,633","3.4%","±0.2","11,299","±1,331","2.1%","±0.2","149,657","±6,877","3.1%","±0.1","74,507","±4,062","3.4%","±0.2","1,161,284","±19,482","4.5%","±0.1","72,590","±4,934","1.8%","±0.1","70,248","±4,217","2.7%","±0.2","14,710","±2,251","2.1%","±0.3","10,564","±1,865","2.1%","±0.4","485,886","±13,226","3.2%","±0.1","204,420","±9,474","2.8%","±0.1","24,697","±2,755","2.4%","±0.3","22,675","±2,679","1.9%","±0.2","246,729","±7,017","2.7%","±0.1","136,442","±6,268","2.8%","±0.1","48,533","±3,517","2.1%","±0.2","42,404","±2,996","2.0%","±0.1","154,051","±6,412","4.6%","±0.2","138,709","±7,263","4.0%","±0.2","25,674","±2,647","2.4%","±0.2","98,094","±5,007","2.3%","±0.1","146,829","±6,300","2.9%","±0.1","158,976","±6,183","2.1%","±0.1","78,456","±4,508","1.9%","±0.1","92,663","±4,228","4.1%","±0.2","121,675","±5,792","2.6%","±0.1","16,476","±1,860","2.0%","±0.2","26,515","±2,401","1.9%","±0.2","48,926","±3,564","2.4%","±0.2","17,033","±1,908","1.6%","±0.2","184,360","±7,858","3.0%","±0.1","52,888","±4,105","3.5%","±0.3","536,693","±13,346","3.9%","±0.1","218,228","±8,001","2.9%","±0.1","13,534","±1,845","2.4%","±0.3","209,232","±8,794","2.4%","±0.1","74,333","±3,761","2.6%","±0.1","59,753","±5,033","2.0%","±0.2","250,230","±7,674","2.6%","±0.1","26,660","±2,909","3.4%","±0.4","118,581","±5,359","3.1%","±0.1","16,563","±1,989","2.6%","±0.3","164,816","±6,854","3.3%","±0.1","739,958","±13,882","4.1%","±0.1","29,537","±3,311","1.5%","±0.2","8,693","±1,357","1.8%","±0.3","173,381","±7,080","2.8%","±0.1","98,707","±6,174","1.9%","±0.1","58,626","±3,720","4.1%","±0.3","84,021","±3,780","1.9%","±0.1","5,795","±1,161","1.4%","±0.3","367,178","±10,171","13.9%","±0.4"
