"Label","Alabama!!Total!!Estimate","Alabama!!Total!!Margin of Error","Alabama!!Percent!!Estimate","Alabama!!Percent!!Margin of Error","Alaska!!Total!!Estimate","Alaska!!Total!!Margin of Error","Alaska!!Percent!!Estimate","Alaska!!Percent!!Margin of Error","Arizona!!Total!!Estimate","Arizona!!Total!!Margin of Error","Arizona!!Percent!!Estimate","Arizona!!Percent!!Margin of Error","Arkansas!!Total!!Estimate","Arkansas!!Total!!Margin of Error","Arkansas!!Percent!!Estimate","Arkansas!!Percent!!Margin of Error","California!!Total!!Estimate","California!!Total!!Margin of Error","California!!Percent!!Estimate","California!!Percent!!Margin of Error","Colorado!!Total!!Estimate","Colorado!!Total!!Margin of Error","Colorado!!Percent!!Estimate","Colorado!!Percent!!Margin of Error","Connecticut!!Total!!Estimate","Connecticut!!Total!!Margin of Error","Connecticut!!Percent!!Estimate","Connecticut!!Percent!!Margin of Error","Delaware!!Total!!Estimate","Delaware!!Total!!Margin of Error","Delaware!!Percent!!Estimate","Delaware!!Percent!!Margin of Error","District of Columbia!!Total!!Estimate","District of Columbia!!Total!!Margin of Error","District of Columbia!!Percent!!Estimate","District of Columbia!!Percent!!Margin of Error","Florida!!Total!!Estimate","Florida!!Total!!Margin of Error","Florida!!Percent!!Estimate","Florida!!Percent!!Margin of Error","Georgia!!Total!!Estimate","Georgia!!Total!!Margin of Error","Georgia!!Percent!!Estimate","Georgia!!Percent!!Margin of Error","Hawaii!!Total!!Estimate","Hawaii!!Total!!Margin of Error","Hawaii!!Percent!!Estimate","Hawaii!!Percent!!Margin of Error","Idaho!!Total!!Estimate","Idaho!!Total!!Margin of Error","Idaho!!Percent!!Estimate","Idaho!!Percent!!Margin of Error","Illinois!!Total!!Estimate","Illinois!!Total!!Margin of Error","Illinois!!Percent!!Estimate","Illinois!!Percent!!Margin of Error","Indiana!!Total!!Estimate","Indiana!!Total!!Margin of Error","Indiana!!Percent!!Estimate","Indiana!!Percent!!Margin of Error","Iowa!!Total!!Estimate","Iowa!!Total!!Margin of Error","Iowa!!Percent!!Estimate","Iowa!!Percent!!Margin of Error","Kansas!!Total!!Estimate","Kansas!!Total!!Margin of Error","Kansas!!Percent!!Estimate","Kansas!!Percent!!Margin of Error","Kentucky!!Total!!Estimate","Kentucky!!Total!!Margin of Error","Kentucky!!Percent!!Estimate","Kentucky!!Percent!!Margin of Error","Louisiana!!Total!!Estimate","Louisiana!!Total!!Margin of Error","Louisiana!!Percent!!Estimate","Louisiana!!Percent!!Margin of Error","Maine!!Total!!Estimate","Maine!!Total!!Margin of Error","Maine!!Percent!!Estimate","Maine!!Percent!!Margin of Error","Maryland!!Total!!Estimate","Maryland!!Total!!Margin of Error","Maryland!!Percent!!Estimate","Maryland!!Percent!!Margin of Error","Massachusetts!!Total!!Estimate","Massachusetts!!Total!!Margin of Error","Massachusetts!!Percent!!Estimate","Massachusetts!!Percent!!Margin of Error","Michigan!!Total!!Estimate","Michigan!!Total!!Margin of Error","Michigan!!Percent!!Estimate","Michigan!!Percent!!Margin of Error","Minnesota!!Total!!Estimate","Minnesota!!Total!!Margin of Error","Minnesota!!Percent!!Estimate","Minnesota!!Percent!!Margin of Error","Mississippi!!Total!!Estimate","Mississippi!!Total!!Margin of Error","Mississippi!!Percent!!Estimate","Mississippi!!Percent!!Margin of Error","Missouri!!Total!!Estimate","Missouri!!Total!!Margin of Error","Missouri!!Percent!!Estimate","Missouri!!Percent!!Margin of Error","Montana!!Total!!Estimate","Montana!!Total!!Margin of Error","Montana!!Percent!!Estimate","Montana!!Percent!!Margin of Error","Nebraska!!Total!!Estimate","Nebraska!!Total!!Margin of Error","Nebraska!!Percent!!Estimate","Nebraska!!Percent!!Margin of Error","Nevada!!Total!!Estimate","Nevada!!Total!!Margin of Error","Nevada!!Percent!!Estimate","Nevada!!Percent!!Margin of Error","New Hampshire!!Total!!Estimate","New Hampshire!!Total!!Margin of Error","New Hampshire!!Percent!!Estimate","New Hampshire!!Percent!!Margin of Error","New Jersey!!Total!!Estimate","New Jersey!!Total!!Margin of Error","New Jersey!!Percent!!Estimate","New Jersey!!Percent!!Margin of Error","New Mexico!!Total!!Estimate","New Mexico!!Total!!Margin of Error","New Mexico!!Percent!!Estimate","New Mexico!!Percent!!Margin of Error","New York!!Total!!Estimate","New York!!Total!!Margin of Error","New York!!Percent!!Estimate","New York!!Percent!!Margin of Error","North Carolina!!Total!!Estimate","North Carolina!!Total!!Margin of Error","North Carolina!!Percent!!Estimate","North Carolina!!Percent!!Margin of Error","North Dakota!!Total!!Estimate","North Dakota!!Total!!Margin of Error","North Dakota!!Percent!!Estimate","North Dakota!!Percent!!Margin of Error","Ohio!!Total!!Estimate","Ohio!!Total!!Margin of Error","Ohio!!Percent!!Estimate","Ohio!!Percent!!Margin of Error","Oklahoma!!Total!!Estimate","Oklahoma!!Total!!Margin of Error","Oklahoma!!Percent!!Estimate","Oklahoma!!Percent!!Margin of Error","Oregon!!Total!!Estimate","Oregon!!Total!!Margin of Error","Oregon!!Percent!!Estimate","Oregon!!Percent!!Margin of Error","Pennsylvania!!Total!!Estimate","Pennsylvania!!Total!!Margin of Error","Pennsylvania!!Percent!!Estimate","Pennsylvania!!Percent!!Margin of Error","Rhode Island!!Total!!Estimate","Rhode Island!!Total!!Margin of Error","Rhode Island!!Percent!!Estimate","Rhode Island!!Percent!!Margin of Error","South Carolina!!Total!!Estimate","South Carolina!!Total!!Margin of Error","South Carolina!!Percent!!Estimate","South Carolina!!Percent!!Margin of Error","South Dakota!!Total!!Estimate","South Dakota!!Total!!Margin of Error","South Dakota!!Percent!!Estimate","South Dakota!!Percent!!Margin of Error","Tennessee!!Total!!Estimate","Tennessee!!Total!!Margin of Error","Tennessee!!Percent!!Estimate","Tennessee!!Percent!!Margin of Error","Texas!!Total!!Estimate","Texas!!Total!!Margin of Error","Texas!!Percent!!Estimate","Texas!!Percent!!Margin of Error","Utah!!Total!!Estimate","Utah!!Total!!Margin of Error","Utah!!Percent!!Estimate","Utah!!Percent!!Margin of Error","Vermont!!Total!!Estimate","Vermont!!Total!!Margin of Error","Vermont!!Percent!!Estimate","Vermont!!Percent!!Margin of Error","Virginia!!Total!!Estimate","Virginia!!Total!!Margin of Error","Virginia!!Percent!!Estimate","Virginia!!Percent!!Margin of Error","Washington!!Total!!Estimate","Washington!!Total!!Margin of Error","Washington!!Percent!!Estimate","Washington!!Percent!!Margin of Error","West Virginia!!Total!!Estimate","West Virginia!!Total!!Margin of Error","West Virginia!!Percent!!Estimate","West Virginia!!Percent!!Margin of Error","Wisconsin!!Total!!Estimate","Wisconsin!!Total!!Margin of Error","Wisconsin!!Percent!!Estimate","Wisconsin!!Percent!!Margin of Error","Wyoming!!Total!!Estimate","Wyoming!!Total!!Margin of Error","Wyoming!!Percent!!Estimate","Wyoming!!Percent!!Margin of Error","Puerto Rico!!Total!!Estimate","Puerto Rico!!Total!!Margin of Error","Puerto Rico!!Percent!!Estimate","Puerto Rico!!Percent!!Margin of Error"
"    9th to 12th grade, no diploma","353,270","±11,108","9.6%","±0.3","33,748","±2,746","6.3%","±0.5","366,504","±11,489","7.5%","±0.2","194,327","±7,060","8.8%","±0.3","1,679,013","±24,504","6.5%","±0.1","199,065","±8,812","4.9%","±0.2","147,516","±6,783","5.6%","±0.3","42,684","±3,675","6.0%","±0.5","29,730","±3,236","5.8%","±0.6","1,080,827","±24,125","7.2%","±0.2","646,895","±16,062","8.8%","±0.2","39,842","±3,221","3.9%","±0.3","77,994","±5,020","6.4%","±0.4","568,746","±11,753","6.3%","±0.1","401,839","±10,615","8.2%","±0.2","122,816","±5,141","5.3%","±0.2","121,411","±5,174","5.8%","±0.2","281,323","±8,386","8.4%","±0.3","369,167","±12,354","10.6%","±0.4","58,719","±3,768","5.5%","±0.4","256,375","±10,163","5.9%","±0.2","267,397","±10,535","5.4%","±0.2","508,834","±11,410","6.8%","±0.2","182,219","±6,377","4.5%","±0.2","248,532","±9,745","11.1%","±0.4","347,570","±8,938","7.5%","±0.2","43,466","±3,153","5.4%","±0.4","66,421","±4,033","4.9%","±0.3","153,091","±7,999","7.5%","±0.4","55,734","±4,467","5.3%","±0.4","334,812","±9,920","5.4%","±0.2","127,325","±6,472","8.5%","±0.4","970,926","±17,936","7.0%","±0.1","590,028","±15,843","7.9%","±0.2","26,815","±2,718","4.8%","±0.5","666,063","±14,062","7.5%","±0.2","238,675","±6,530","8.4%","±0.2","185,370","±8,087","6.1%","±0.3","642,972","±12,010","6.6%","±0.1","52,030","±3,977","6.6%","±0.5","334,938","±8,454","8.8%","±0.2","39,807","±3,129","6.2%","±0.5","402,405","±11,246","8.0%","±0.2","1,407,769","±23,539","7.7%","±0.1","105,026","±4,870","5.2%","±0.2","27,966","±2,436","5.7%","±0.5","375,083","±10,183","6.1%","±0.2","287,490","±8,812","5.5%","±0.2","125,505","±7,190","8.8%","±0.5","234,818","±9,250","5.4%","±0.2","25,099","±3,159","5.9%","±0.7","209,280","±8,433","7.9%","±0.3"
"    High school graduate (includes equivalency)","1,166,142","±17,339","31.6%","±0.5","155,726","±5,486","29.3%","±1.0","1,240,537","±17,356","25.3%","±0.4","759,329","±12,802","34.4%","±0.6","5,670,820","±38,990","22.1%","±0.1","909,022","±16,093","22.4%","±0.4","712,306","±15,252","27.3%","±0.6","235,210","±8,011","33.1%","±1.1","94,071","±5,793","18.4%","±1.1","4,315,776","±35,996","28.7%","±0.2","2,144,111","±26,814","29.1%","±0.4","303,189","±9,041","29.6%","±0.8","359,124","±10,108","29.4%","±0.8","2,399,973","±22,610","26.5%","±0.2","1,628,807","±19,356","33.2%","±0.4","709,928","±10,137","30.5%","±0.4","553,508","±8,764","26.5%","±0.4","1,132,015","±13,329","33.8%","±0.4","1,183,060","±16,765","34.1%","±0.5","333,707","±8,903","31.3%","±0.8","1,106,134","±15,367","25.7%","±0.3","1,223,605","±19,191","24.5%","±0.4","2,216,964","±20,834","29.6%","±0.3","1,035,428","±14,491","25.4%","±0.4","681,650","±14,604","30.5%","±0.7","1,439,605","±22,221","31.2%","±0.5","238,516","±6,687","29.4%","±0.8","369,574","±7,302","27.0%","±0.5","610,250","±12,418","30.0%","±0.6","302,675","±7,478","28.9%","±0.7","1,702,994","±22,861","27.5%","±0.3","413,683","±11,594","27.7%","±0.8","3,620,795","±29,321","26.1%","±0.2","2,005,213","±22,386","26.7%","±0.3","155,357","±5,425","27.5%","±0.9","2,975,569","±22,357","33.7%","±0.3","900,920","±12,010","31.8%","±0.4","746,444","±14,735","24.4%","±0.5","3,446,924","±24,967","35.3%","±0.3","239,260","±7,541","30.2%","±0.9","1,143,498","±18,573","30.1%","±0.5","194,630","±6,505","30.3%","±1.0","1,658,467","±20,426","33.1%","±0.4","4,857,035","±42,125","26.7%","±0.2","476,834","±12,920","23.5%","±0.6","148,019","±4,816","29.9%","±1.0","1,551,973","±19,987","25.3%","±0.3","1,239,383","±16,727","23.6%","±0.3","587,422","±9,826","41.1%","±0.7","1,364,216","±14,066","31.2%","±0.3","130,748","±5,867","30.5%","±1.4","737,094","±15,191","28.0%","±0.6"
"    Some college, no degree","890,675","±14,401","24.1%","±0.4","149,024","±5,128","28.0%","±1.0","1,367,296","±17,760","27.9%","±0.4","550,519","±10,592","24.9%","±0.5","6,691,008","±43,178","26.1%","±0.2","972,206","±13,102","24.0%","±0.3","522,940","±11,872","20.0%","±0.4","156,543","±5,816","22.0%","±0.8","87,962","±4,973","17.2%","±1.0","3,360,101","±29,087","22.4%","±0.2","1,718,722","±21,675","23.3%","±0.3","235,135","±6,344","22.9%","±0.6","343,488","±8,660","28.2%","±0.7","2,170,766","±20,927","24.0%","±0.2","1,117,318","±16,528","22.8%","±0.3","562,700","±9,575","24.2%","±0.4","540,643","±10,286","25.9%","±0.5","789,924","±13,635","23.6%","±0.4","829,185","±15,919","23.9%","±0.4","226,058","±6,755","21.2%","±0.6","950,340","±16,099","22.0%","±0.4","966,475","±16,735","19.4%","±0.3","1,941,114","±16,209","25.9%","±0.2","957,310","±13,555","23.5%","±0.3","547,991","±13,221","24.5%","±0.6","1,118,043","±17,140","24.3%","±0.4","204,218","±5,996","25.2%","±0.7","363,517","±7,972","26.6%","±0.6","565,534","±10,102","27.8%","±0.5","217,334","±7,686","20.7%","±0.7","1,222,670","±17,375","19.7%","±0.3","400,604","±9,368","26.8%","±0.6","2,656,247","±28,275","19.2%","±0.2","1,828,409","±21,504","24.3%","±0.3","142,523","±5,041","25.2%","±0.9","1,999,368","±20,141","22.6%","±0.2","726,720","±10,392","25.6%","±0.4","843,232","±12,862","27.6%","±0.4","1,801,439","±21,511","18.4%","±0.2","168,837","±7,643","21.3%","±1.0","877,171","±15,987","23.1%","±0.4","154,691","±5,927","24.1%","±0.9","1,170,961","±15,107","23.3%","±0.3","4,704,577","±38,619","25.9%","±0.2","596,575","±9,559","29.4%","±0.5","99,460","±4,227","20.1%","±0.9","1,373,466","±15,391","22.3%","±0.3","1,371,644","±21,175","26.1%","±0.4","295,015","±10,097","20.6%","±0.7","1,008,612","±13,811","23.1%","±0.3","114,923","±5,101","26.8%","±1.1","428,539","±11,592","16.3%","±0.4"
"    Associate's degree","297,465","±9,587","8.1%","±0.3","44,460","±2,978","8.4%","±0.6","423,686","±12,633","8.7%","±0.3","154,087","±6,760","7.0%","±0.3","2,090,277","±23,112","8.1%","±0.1","323,740","±9,242","8.0%","±0.2","204,650","±8,345","7.8%","±0.3","54,620","±3,715","7.7%","±0.5","16,621","±2,653","3.3%","±0.5","1,561,652","±21,727","10.4%","±0.1","564,343","±13,690","7.7%","±0.2","107,298","±4,577","10.5%","±0.5","114,494","±5,971","9.4%","±0.5","730,896","±14,006","8.1%","±0.2","412,356","±11,508","8.4%","±0.2","263,040","±7,481","11.3%","±0.3","183,780","±6,295","8.8%","±0.3","255,392","±9,218","7.6%","±0.3","193,176","±7,848","5.6%","±0.2","103,918","±4,363","9.8%","±0.4","294,465","±8,164","6.8%","±0.2","363,871","±9,986","7.3%","±0.2","687,704","±11,374","9.2%","±0.2","451,229","±8,700","11.1%","±0.2","219,754","±8,101","9.8%","±0.4","354,096","±8,999","7.7%","±0.2","67,876","±4,381","8.4%","±0.5","136,514","±4,832","10.0%","±0.3","164,745","±6,746","8.1%","±0.3","101,421","±5,385","9.7%","±0.5","430,211","±9,692","6.9%","±0.2","124,202","±5,855","8.3%","±0.4","1,244,858","±19,134","9.0%","±0.1","693,271","±14,782","9.2%","±0.2","70,551","±3,880","12.5%","±0.7","733,004","±14,965","8.3%","±0.2","226,849","±5,917","8.0%","±0.2","264,989","±8,209","8.7%","±0.3","781,499","±15,080","8.0%","±0.2","61,347","±4,229","7.7%","±0.5","345,171","±10,724","9.1%","±0.3","67,726","±4,082","10.6%","±0.6","351,505","±9,654","7.0%","±0.2","1,365,597","±20,484","7.5%","±0.1","194,774","±6,387","9.6%","±0.3","39,415","±2,699","8.0%","±0.5","477,831","±10,774","7.8%","±0.2","542,424","±10,984","10.3%","±0.2","97,224","±5,437","6.8%","±0.4","460,659","±8,261","10.5%","±0.2","43,431","±3,612","10.1%","±0.9","271,284","±10,070","10.3%","±0.4"
"    Bachelor's degree","547,228","±11,132","14.8%","±0.3","86,875","±4,736","16.3%","±0.9","859,330","±15,311","17.6%","±0.3","312,213","±8,781","14.1%","±0.4","5,384,750","±41,032","21.0%","±0.2","1,023,500","±12,265","25.2%","±0.3","553,737","±11,466","21.2%","±0.4","122,665","±5,088","17.3%","±0.7","123,216","±5,961","24.1%","±1.1","2,719,313","±31,157","18.1%","±0.2","1,315,098","±19,828","17.9%","±0.3","209,924","±6,523","20.5%","±0.7","208,737","±7,146","17.1%","±0.6","1,850,998","±20,959","20.4%","±0.2","789,076","±14,336","16.1%","±0.3","429,454","±9,688","18.5%","±0.4","420,798","±8,801","20.1%","±0.4","447,480","±9,958","13.4%","±0.3","501,783","±12,056","14.5%","±0.4","201,297","±6,281","18.9%","±0.6","894,543","±12,881","20.8%","±0.3","1,177,098","±15,888","23.6%","±0.3","1,237,975","±15,521","16.5%","±0.2","926,706","±13,134","22.7%","±0.3","282,970","±9,301","12.7%","±0.4","782,113","±13,215","17.0%","±0.3","164,756","±5,853","20.3%","±0.7","276,067","±7,294","20.2%","±0.5","325,226","±8,846","16.0%","±0.4","222,767","±5,968","21.2%","±0.6","1,465,142","±16,467","23.6%","±0.3","214,660","±6,910","14.4%","±0.5","2,827,759","±27,332","20.4%","±0.2","1,435,868","±18,846","19.1%","±0.2","115,754","±4,680","20.5%","±0.8","1,439,795","±19,268","16.3%","±0.2","450,434","±10,069","15.9%","±0.3","613,399","±11,023","20.0%","±0.4","1,776,570","±18,412","18.2%","±0.2","153,517","±5,978","19.4%","±0.8","631,518","±12,736","16.6%","±0.3","117,036","±4,832","18.2%","±0.8","820,830","±15,667","16.4%","±0.3","3,432,877","±36,239","18.9%","±0.2","419,868","±9,061","20.7%","±0.5","103,924","±4,529","21.0%","±0.9","1,291,327","±18,018","21.0%","±0.3","1,115,632","±16,677","21.2%","±0.3","164,758","±7,026","11.5%","±0.5","817,388","±13,668","18.7%","±0.3","68,950","±4,441","16.1%","±1.0","450,155","±12,683","17.1%","±0.5"
"    Graduate or professional degree","308,710","±8,418","8.4%","±0.2","50,521","±3,295","9.5%","±0.6","488,696","±10,887","10.0%","±0.2","162,912","±6,546","7.4%","±0.3","2,973,303","±27,230","11.6%","±0.1","557,314","±10,889","13.7%","±0.3","400,270","±8,560","15.3%","±0.3","83,567","±4,664","11.8%","±0.7","148,350","±5,357","29.1%","±1.0","1,491,395","±19,658","9.9%","±0.1","769,026","±16,859","10.4%","±0.2","105,463","±5,499","10.3%","±0.5","92,969","±5,225","7.6%","±0.4","1,087,819","±17,022","12.0%","±0.2","413,413","±11,799","8.4%","±0.2","188,884","±6,074","8.1%","±0.3","228,717","±7,126","10.9%","±0.3","290,771","±9,698","8.7%","±0.3","253,936","±9,938","7.3%","±0.3","115,124","±5,124","10.8%","±0.5","710,913","±11,357","16.5%","±0.3","847,726","±10,826","17.0%","±0.2","730,361","±10,905","9.8%","±0.1","448,304","±7,350","11.0%","±0.2","161,162","±7,800","7.2%","±0.3","443,741","±10,370","9.6%","±0.2","75,452","±4,555","9.3%","±0.6","129,392","±5,053","9.5%","±0.4","163,441","±6,524","8.0%","±0.3","131,919","±5,649","12.6%","±0.5","859,220","±11,999","13.9%","±0.2","159,956","±6,056","10.7%","±0.4","2,009,370","±23,454","14.5%","±0.2","738,862","±12,144","9.8%","±0.2","39,941","±3,434","7.1%","±0.6","807,154","±13,142","9.1%","±0.1","217,520","±6,109","7.7%","±0.2","347,141","±7,718","11.3%","±0.3","1,064,485","±16,193","10.9%","±0.2","90,686","±5,331","11.4%","±0.7","348,421","±9,995","9.2%","±0.3","51,213","±3,474","8.0%","±0.5","447,119","±11,432","8.9%","±0.2","1,666,532","±23,673","9.2%","±0.1","205,562","±6,560","10.1%","±0.3","67,073","±3,523","13.6%","±0.7","902,832","±14,918","14.7%","±0.2","604,612","±10,517","11.5%","±0.2","100,309","±4,738","7.0%","±0.3","405,349","±8,704","9.3%","±0.2","39,433","±2,969","9.2%","±0.7","173,419","±7,435","6.6%","±0.3"
"High school degree or higher","3,210,220","±12,351","87.0%","±0.3","486,606","±3,445","91.5%","±0.6","4,379,545","±18,170","89.5%","±0.3","1,939,060","±8,980","87.8%","±0.3","22,810,158","±41,725","88.9%","±0.1","3,785,782","±12,838","93.3%","±0.3","2,393,903","±11,666","91.7%","±0.3","652,605","±6,367","91.9%","±0.7","470,220","±5,579","92.1%","±0.8","13,448,237","±32,386","89.6%","±0.2","6,511,300","±23,536","88.4%","±0.3","961,009","±8,568","93.7%","±0.4","1,118,812","±7,081","91.7%","±0.5","8,240,452","±18,410","91.0%","±0.1","4,360,970","±15,444","89.0%","±0.3","2,154,006","±7,845","92.6%","±0.3","1,927,446","±7,741","92.2%","±0.3","2,915,582","±12,339","87.0%","±0.3","2,961,140","±14,323","85.4%","±0.4","980,104","±5,242","92.1%","±0.4","3,956,395","±19,027","91.8%","±0.3","4,578,775","±16,722","91.7%","±0.2","6,814,118","±15,860","91.1%","±0.2","3,818,977","±10,034","93.6%","±0.2","1,893,527","±11,113","84.7%","±0.5","4,137,598","±11,649","89.8%","±0.2","750,818","±4,142","92.6%","±0.4","1,275,064","±6,190","93.2%","±0.3","1,829,196","±11,461","90.1%","±0.4","976,116","±5,464","93.1%","±0.4","5,680,237","±21,717","91.6%","±0.2","1,313,105","±9,512","87.9%","±0.5","12,359,029","±31,489","89.1%","±0.2","6,701,623","±22,999","89.2%","±0.2","524,126","±4,027","92.9%","±0.6","7,954,890","±19,356","90.1%","±0.2","2,522,443","±9,432","89.0%","±0.3","2,815,205","±10,935","92.0%","±0.3","8,870,917","±18,390","90.9%","±0.1","713,647","±7,066","90.1%","±0.7","3,345,779","±12,007","88.1%","±0.3","585,296","±4,515","91.2%","±0.6","4,448,882","±16,949","88.7%","±0.3","16,026,618","±44,010","88.2%","±0.1","1,893,613","±8,015","93.4%","±0.3","457,891","±3,570","92.6%","±0.6","5,597,429","±20,576","91.1%","±0.2","4,873,695","±16,073","92.7%","±0.2","1,244,728","±9,807","87.1%","±0.6","4,056,224","±11,689","92.7%","±0.2","397,485","±3,611","92.8%","±0.7","2,060,491","±12,068","78.1%","±0.4"
"Bachelor's degree or higher","855,938","±13,572","23.2%","±0.4","137,396","±5,559","25.8%","±1.1","1,348,026","±18,044","27.5%","±0.4","475,125","±11,105","21.5%","±0.5","8,358,053","±46,612","32.6%","±0.2","1,580,814","±14,163","39.0%","±0.4","954,007","±13,208","36.5%","±0.5","206,232","±6,598","29.0%","±0.9","271,566","±6,740","53.2%","±1.2","4,210,708","±36,748","28.0%","±0.2","2,084,124","±24,888","28.3%","±0.3","315,387","±7,693","30.8%","±0.7","301,706","±8,590","24.7%","±0.7","2,938,817","±24,783","32.5%","±0.3","1,202,489","±17,198","24.5%","±0.3","618,338","±10,304","26.6%","±0.4","649,515","±9,630","31.1%","±0.4","738,251","±13,902","22.0%","±0.4","755,719","±14,671","21.8%","±0.4","316,421","±7,827","29.7%","±0.7","1,605,456","±17,277","37.2%","±0.4","2,024,824","±18,998","40.6%","±0.4","1,968,336","±17,665","26.3%","±0.2","1,375,010","±14,717","33.7%","±0.4","444,132","±12,562","19.9%","±0.6","1,225,854","±16,985","26.6%","±0.4","240,208","±6,889","29.6%","±0.8","405,459","±8,477","29.6%","±0.6","488,667","±11,372","24.1%","±0.6","354,686","±7,349","33.8%","±0.7","2,324,362","±21,839","37.5%","±0.4","374,616","±9,887","25.1%","±0.6","4,837,129","±31,674","34.9%","±0.2","2,174,730","±23,681","29.0%","±0.3","155,695","±5,408","27.6%","±1.0","2,246,949","±24,121","25.4%","±0.3","667,954","±10,904","23.6%","±0.4","960,540","±13,445","31.4%","±0.4","2,841,055","±19,870","29.1%","±0.2","244,203","±6,530","30.8%","±0.8","979,939","±14,219","25.8%","±0.4","168,249","±5,431","26.2%","±0.8","1,267,949","±20,352","25.3%","±0.4","5,099,409","±39,429","28.1%","±0.2","625,430","±11,074","30.8%","±0.6","170,997","±5,875","34.6%","±1.2","2,194,159","±23,275","35.7%","±0.3","1,720,244","±19,496","32.7%","±0.4","265,067","±8,184","18.6%","±0.6","1,222,737","±14,902","27.9%","±0.3","108,383","±4,750","25.3%","±1.1","623,574","±15,190","23.6%","±0.6"
"POVERTY STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total Citizens, 18 years and older, for whom poverty status is determined","3,583,677","±5,676","(X)","(X)","517,757","±3,007","(X)","(X)","4,777,975","±13,795","(X)","(X)","2,133,163","±4,956","(X)","(X)","25,094,781","±39,878","(X)","(X)","3,957,876","±9,336","(X)","(X)","2,517,770","±9,229","(X)","(X)","688,470","±4,046","(X)","(X)","480,375","±4,920","(X)","(X)","14,681,906","±31,804","(X)","(X)","7,140,232","±15,227","(X)","(X)","995,557","±7,872","(X)","(X)","1,194,878","±4,810","(X)","(X)","8,806,652","±17,156","(X)","(X)","4,740,347","±8,788","(X)","(X)","2,241,148","±5,187","(X)","(X)","2,020,972","±5,734","(X)","(X)","3,237,198","±6,395","(X)","(X)","3,356,655","±7,055","(X)","(X)","1,036,631","±2,601","(X)","(X)","4,192,489","±13,569","(X)","(X)","4,798,871","±15,110","(X)","(X)","7,305,352","±10,573","(X)","(X)","3,983,690","±8,153","(X)","(X)","2,156,308","±3,885","(X)","(X)","4,459,667","±7,660","(X)","(X)","791,491","±2,009","(X)","(X)","1,323,857","±4,593","(X)","(X)","2,002,365","±9,605","(X)","(X)","1,012,257","±3,521","(X)","(X)","6,057,850","±18,998","(X)","(X)","1,462,326","±7,513","(X)","(X)","13,468,107","±25,867","(X)","(X)","7,281,726","±14,126","(X)","(X)","542,722","±2,697","(X)","(X)","8,556,382","±11,162","(X)","(X)","2,743,507","±6,129","(X)","(X)","3,003,752","±9,805","(X)","(X)","9,415,581","±12,448","(X)","(X)","755,896","±5,631","(X)","(X)","3,678,813","±6,359","(X)","(X)","618,199","±2,309","(X)","(X)","4,882,231","±9,543","(X)","(X)","17,666,370","±36,641","(X)","(X)","1,992,183","±6,732","(X)","(X)","473,424","±1,929","(X)","(X)","5,931,547","±15,648","(X)","(X)","5,157,278","±13,959","(X)","(X)","1,388,251","±2,848","(X)","(X)","4,252,681","±7,950","(X)","(X)","417,563","±2,727","(X)","(X)","2,610,444","±4,614","(X)","(X)"
