Label,Alabama!!Total!!Estimate,Alabama!!Total!!Margin of Error,Alabama!!Percent!!Estimate,Alabama!!Percent!!Margin of Error,Alaska!!Total!!Estimate,Alaska!!Total!!Margin of Error,Alaska!!Percent!!Estimate,Alaska!!Percent!!Margin of Error,Arizona!!Total!!Estimate,Arizona!!Total!!Margin of Error,Arizona!!Percent!!Estimate,Arizona!!Percent!!Margin of Error,Arkansas!!Total!!Estimate,Arkansas!!Total!!Margin of Error,Arkansas!!Percent!!Estimate,Arkansas!!Percent!!Margin of Error,California!!Total!!Estimate,California!!Total!!Margin of Error,California!!Percent!!Estimate,California!!Percent!!Margin of Error,Colorado!!Total!!Estimate,Colorado!!Total!!Margin of Error,Colorado!!Percent!!Estimate,Colorado!!Percent!!Margin of Error,Connecticut!!Total!!Estimate,Connecticut!!Total!!Margin of Error,Connecticut!!Percent!!Estimate,Connecticut!!Percent!!Margin of Error,Delaware!!Total!!Estimate,Delaware!!Total!!Margin of Error,Delaware!!Percent!!Estimate,Delaware!!Percent!!Margin of Error,District of Columbia!!Total!!Estimate,District of Columbia!!Total!!Margin of Error,District of Columbia!!Percent!!Estimate,District of Columbia!!Percent!!Margin of Error,Florida!!Total!!Estimate,Florida!!Total!!Margin of Error,Florida!!Percent!!Estimate,Florida!!Percent!!Margin of Error,Georgia!!Total!!Estimate,Georgia!!Total!!Margin of Error,Georgia!!Percent!!Estimate,Georgia!!Percent!!Margin of Error,Hawaii!!Total!!Estimate,Hawaii!!Total!!Margin of Error,Hawaii!!Percent!!Estimate,Hawaii!!Percent!!Margin of Error,Idaho!!Total!!Estimate,Idaho!!Total!!Margin of Error,Idaho!!Percent!!Estimate,Idaho!!Percent!!Margin of Error,Illinois!!Total!!Estimate,Illinois!!Total!!Margin of Error,Illinois!!Percent!!Estimate,Illinois!!Percent!!Margin of Error,Indiana!!Total!!Estimate,Indiana!!Total!!Margin of Error,Indiana!!Percent!!Estimate,Indiana!!Percent!!Margin of Error,Iowa!!Total!!Estimate,Iowa!!Total!!Margin of Error,Iowa!!Percent!!Estimate,Iowa!!Percent!!Margin of Error,Kansas!!Total!!Estimate,Kansas!!Total!!Margin of Error,Kansas!!Percent!!Estimate,Kansas!!Percent!!Margin of Error,Kentucky!!Total!!Estimate,Kentucky!!Total!!Margin of Error,Kentucky!!Percent!!Estimate,Kentucky!!Percent!!Margin of Error,Louisiana!!Total!!Estimate,Louisiana!!Total!!Margin of Error,Louisiana!!Percent!!Estimate,Louisiana!!Percent!!Margin of Error,Maine!!Total!!Estimate,Maine!!Total!!Margin of Error,Maine!!Percent!!Estimate,Maine!!Percent!!Margin of Error,Maryland!!Total!!Estimate,Maryland!!Total!!Margin of Error,Maryland!!Percent!!Estimate,Maryland!!Percent!!Margin of Error,Massachusetts!!Total!!Estimate,Massachusetts!!Total!!Margin of Error,Massachusetts!!Percent!!Estimate,Massachusetts!!Percent!!Margin of Error,Michigan!!Total!!Estimate,Michigan!!Total!!Margin of Error,Michigan!!Percent!!Estimate,Michigan!!Percent!!Margin of Error,Minnesota!!Total!!Estimate,Minnesota!!Total!!Margin of Error,Minnesota!!Percent!!Estimate,Minnesota!!Percent!!Margin of Error,Mississippi!!Total!!Estimate,Mississippi!!Total!!Margin of Error,Mississippi!!Percent!!Estimate,Mississippi!!Percent!!Margin of Error,Missouri!!Total!!Estimate,Missouri!!Total!!Margin of Error,Missouri!!Percent!!Estimate,Missouri!!Percent!!Margin of Error,Montana!!Total!!Estimate,Montana!!Total!!Margin of Error,Montana!!Percent!!Estimate,Montana!!Percent!!Margin of Error,Nebraska!!Total!!Estimate,Nebraska!!Total!!Margin of Error,Nebraska!!Percent!!Estimate,Nebraska!!Percent!!Margin of Error,Nevada!!Total!!Estimate,Nevada!!Total!!Margin of Error,Nevada!!Percent!!Estimate,Nevada!!Percent!!Margin of Error,New Hampshire!!Total!!Estimate,New Hampshire!!Total!!Margin of Error,New Hampshire!!Percent!!Estimate,New Hampshire!!Percent!!Margin of Error,New Jersey!!Total!!Estimate,New Jersey!!Total!!Margin of Error,New Jersey!!Percent!!Estimate,New Jersey!!Percent!!Margin of Error,New Mexico!!Total!!Estimate,New Mexico!!Total!!Margin of Error,New Mexico!!Percent!!Estimate,New Mexico!!Percent!!Margin of Error,New York!!Total!!Estimate,New York!!Total!!Margin of Error,New York!!Percent!!Estimate,New York!!Percent!!Margin of Error,North Carolina!!Total!!Estimate,North Carolina!!Total!!Margin of Error,North Carolina!!Percent!!Estimate,North Carolina!!Percent!!Margin of Error,North Dakota!!Total!!Estimate,North Dakota!!Total!!Margin of Error,North Dakota!!Percent!!Estimate,North Dakota!!Percent!!Margin of Error,Ohio!!Total!!Estimate,Ohio!!Total!!Margin of Error,Ohio!!Percent!!Estimate,Ohio!!Percent!!Margin of Error,Oklahoma!!Total!!Estimate,Oklahoma!!Total!!Margin of Error,Oklahoma!!Percent!!Estimate,Oklahoma!!Percent!!Margin of Error,Oregon!!Total!!Estimate,Oregon!!Total!!Margin of Error,Oregon!!Percent!!Estimate,Oregon!!Percent!!Margin of Error,Pennsylvania!!Total!!Estimate,Pennsylvania!!Total!!Margin of Error,Pennsylvania!!Percent!!Estimate,Pennsylvania!!Percent!!Margin of Error,Rhode Island!!Total!!Estimate,Rhode Island!!Total!!Margin of Error,Rhode Island!!Percent!!Estimate,Rhode Island!!Percent!!Margin of Error,South Carolina!!Total!!Estimate,South Carolina!!Total!!Margin of Error,South Carolina!!Percent!!Estimate,South Carolina!!Percent!!Margin of Error,South Dakota!!Total!!Estimate,South Dakota!!Total!!Margin of Error,South Dakota!!Percent!!Estimate,South Dakota!!Percent!!Margin of Error,Tennessee!!Total!!Estimate,Tennessee!!Total!!Margin of Error,Tennessee!!Percent!!Estimate,Tennessee!!Percent!!Margin of Error,Texas!!Total!!Estimate,Texas!!Total!!Margin of Error,Texas!!Percent!!Estimate,Texas!!Percent!!Margin of Error,Utah!!Total!!Estimate,Utah!!Total!!Margin of Error,Utah!!Percent!!Estimate,Utah!!Percent!!Margin of Error,Vermont!!Total!!Estimate,Vermont!!Total!!Margin of Error,Vermont!!Percent!!Estimate,Vermont!!Percent!!Margin of Error,Virginia!!Total!!Estimate,Virginia!!Total!!Margin of Error,Virginia!!Percent!!Estimate,Virginia!!Percent!!Margin of Error,Washington!!Total!!Estimate,Washington!!Total!!Margin of Error,Washington!!Percent!!Estimate,Washington!!Percent!!Margin of Error,West Virginia!!Total!!Estimate,West Virginia!!Total!!Margin of Error,West Virginia!!Percent!!Estimate,West Virginia!!Percent!!Margin of Error,Wisconsin!!Total!!Estimate,Wisconsin!!Total!!Margin of Error,Wisconsin!!Percent!!Estimate,Wisconsin!!Percent!!Margin of Error,Wyoming!!Total!!Estimate,Wyoming!!Total!!Margin of Error,Wyoming!!Percent!!Estimate,Wyoming!!Percent!!Margin of Error,Puerto Rico!!Total!!Estimate,Puerto Rico!!Total!!Margin of Error,Puerto Rico!!Percent!!Estimate,Puerto Rico!!Percent!!Margin of Error
"        9th to 12th grade, no diploma","343,166","±12,075",9.20%,±0.3,"28,018","±2,457",5.30%,±0.5,"362,896","±11,521",7.10%,±0.2,"176,786","±8,627",7.90%,±0.4,"1,636,417","±22,739",6.30%,±0.1,"199,332","±8,590",4.70%,±0.2,"142,773","±7,716",5.50%,±0.3,"46,083","±3,928",6.40%,±0.5,"24,518","±2,758",4.60%,±0.5,"1,111,845","±20,807",7.20%,±0.1,"612,722","±15,599",8.10%,±0.2,"38,056","±3,457",3.80%,±0.3,"76,304","±5,112",5.90%,±0.4,"540,206","±13,417",5.90%,±0.1,"363,014","±11,505",7.30%,±0.2,"114,771","±5,692",4.90%,±0.2,"108,436","±5,310",5.20%,±0.2,"271,086","±9,695",8.10%,±0.3,"348,564","±11,509",10.10%,±0.3,"55,953","±3,761",5.20%,±0.3,"244,327","±9,111",5.70%,±0.2,"232,063","±8,968",4.60%,±0.2,"491,391","±9,616",6.50%,±0.1,"179,746","±5,791",4.30%,±0.1,"235,255","±8,716",10.50%,±0.4,"313,976","±9,937",6.80%,±0.2,"41,911","±3,609",5.00%,±0.4,"61,622","±3,792",4.40%,±0.3,"153,914","±7,112",7.30%,±0.3,"57,718","±4,063",5.40%,±0.4,"305,797","±9,944",5.00%,±0.2,"128,370","±7,511",8.40%,±0.5,"881,466","±14,947",6.40%,±0.1,"568,559","±15,158",7.40%,±0.2,"24,862","±2,551",4.40%,±0.4,"617,456","±14,728",7.00%,±0.2,"230,133","±6,751",8.00%,±0.2,"177,756","±7,295",5.60%,±0.2,"621,652","±13,399",6.30%,±0.1,"47,812","±5,240",6.00%,±0.7,"320,813","±11,241",8.20%,±0.3,"37,135","±3,231",5.70%,±0.5,"394,098","±11,940",7.70%,±0.2,"1,363,517","±22,343",7.20%,±0.1,"107,176","±5,655",5.00%,±0.3,"24,462","±2,501",4.90%,±0.5,"381,580","±11,444",6.10%,±0.2,"283,192","±9,154",5.20%,±0.2,"125,735","±7,689",8.90%,±0.5,"224,219","±7,656",5.10%,±0.2,"19,686","±2,745",4.50%,±0.6,"183,512","±6,957",7.10%,±0.3
        High school graduate (includes equivalency),"1,179,671","±16,769",31.60%,±0.4,"160,911","±6,429",30.20%,±1.2,"1,293,831","±19,741",25.20%,±0.4,"783,907","±11,756",35.10%,±0.5,"5,708,023","±41,358",21.90%,±0.2,"940,499","±14,960",22.20%,±0.3,"716,665","±14,586",27.40%,±0.5,"225,659","±7,576",31.10%,±1.0,"93,821","±5,601",17.50%,±1.0,"4,444,911","±42,353",28.70%,±0.3,"2,175,866","±30,146",28.70%,±0.4,"295,504","±8,849",29.10%,±0.8,"352,207","±10,185",27.50%,±0.8,"2,393,347","±25,906",26.30%,±0.3,"1,721,216","±18,054",34.60%,±0.4,"727,635","±12,101",31.00%,±0.5,"567,852","±12,181",27.00%,±0.6,"1,138,750","±13,130",33.80%,±0.4,"1,181,750","±22,926",34.10%,±0.6,"344,366","±7,619",31.90%,±0.7,"1,106,948","±18,991",25.60%,±0.4,"1,236,337","±18,584",24.40%,±0.3,"2,259,829","±22,651",29.90%,±0.3,"1,043,609","±14,807",25.10%,±0.4,"675,989","±13,054",30.10%,±0.6,"1,477,822","±16,425",31.80%,±0.4,"244,930","±8,413",29.40%,±1.0,"364,242","±7,903",26.20%,±0.6,"623,003","±13,959",29.50%,±0.6,"307,973","±9,252",28.80%,±0.9,"1,668,401","±22,094",27.00%,±0.4,"423,186","±9,520",27.80%,±0.6,"3,566,992","±33,889",25.80%,±0.2,"2,056,499","±24,434",26.60%,±0.3,"151,741","±6,377",26.70%,±1.1,"2,951,952","±21,746",33.20%,±0.2,"925,759","±12,551",32.20%,±0.4,"764,121","±13,786",24.20%,±0.4,"3,411,738","±26,416",34.80%,±0.3,"232,214","±8,329",29.00%,±1.1,"1,144,704","±15,663",29.40%,±0.4,"201,503","±6,636",30.80%,±1.0,"1,652,030","±21,776",32.20%,±0.4,"5,073,321","±47,362",26.90%,±0.2,"521,613","±12,982",24.40%,±0.6,"148,152","±5,213",29.70%,±1.1,"1,565,174","±19,174",25.10%,±0.3,"1,276,192","±19,508",23.60%,±0.3,"572,183","±10,277",40.30%,±0.7,"1,366,217","±17,347",31.00%,±0.4,"132,555","±7,000",30.50%,±1.6,"721,499","±12,468",28.00%,±0.5
"        Some college, no degree","875,367","±14,742",23.50%,±0.4,"146,027","±6,192",27.40%,±1.2,"1,408,079","±23,011",27.40%,±0.4,"546,728","±11,249",24.50%,±0.5,"6,538,211","±42,714",25.10%,±0.1,"970,171","±15,113",22.90%,±0.4,"515,552","±10,957",19.70%,±0.4,"160,010","±5,876",22.10%,±0.8,"92,396","±5,292",17.20%,±1.0,"3,359,706","±35,705",21.70%,±0.2,"1,735,322","±26,259",22.90%,±0.3,"228,842","±7,249",22.60%,±0.7,"358,231","±10,797",27.90%,±0.8,"2,084,551","±21,734",22.90%,±0.2,"1,111,920","±16,852",22.30%,±0.3,"555,608","±8,725",23.70%,±0.4,"532,410","±9,139",25.30%,±0.4,"758,893","±14,924",22.50%,±0.4,"797,932","±18,286",23.00%,±0.5,"220,426","±6,983",20.40%,±0.6,"901,028","±15,372",20.90%,±0.4,"948,104","±16,261",18.70%,±0.3,"1,901,313","±21,631",25.10%,±0.3,"938,587","±13,289",22.60%,±0.3,"562,195","±12,147",25.00%,±0.5,"1,093,091","±17,036",23.50%,±0.4,"203,813","±6,799",24.50%,±0.8,"348,168","±7,403",25.10%,±0.5,"568,660","±12,514",26.90%,±0.6,"217,428","±7,075",20.30%,±0.7,"1,176,350","±16,164",19.10%,±0.3,"379,094","±10,471",24.90%,±0.7,"2,549,926","±26,390",18.50%,±0.2,"1,828,802","±20,696",23.70%,±0.3,"142,885","±5,816",25.20%,±1.0,"1,992,435","±22,109",22.40%,±0.3,"721,069","±10,918",25.10%,±0.4,"855,824","±15,597",27.10%,±0.5,"1,778,779","±20,096",18.10%,±0.2,"168,315","±8,242",21.00%,±1.0,"889,024","±17,093",22.80%,±0.4,"148,163","±6,004",22.70%,±0.9,"1,167,118","±16,347",22.80%,±0.3,"4,728,702","±40,375",25.10%,±0.2,"611,383","±12,176",28.60%,±0.6,"100,943","±4,635",20.20%,±0.9,"1,357,365","±18,806",21.80%,±0.3,"1,348,440","±19,080",24.90%,±0.4,"280,843","±8,712",19.80%,±0.6,"998,384","±12,876",22.60%,±0.3,"112,207","±5,112",25.80%,±1.2,"420,365","±11,839",16.30%,±0.5
        Associate's degree,"320,135","±9,740",8.60%,±0.3,"44,961","±3,276",8.40%,±0.6,"446,537","±12,722",8.70%,±0.2,"165,537","±7,388",7.40%,±0.3,"2,141,961","±24,201",8.20%,±0.1,"346,707","±9,895",8.20%,±0.2,"195,842","±7,687",7.50%,±0.3,"57,123","±3,665",7.90%,±0.5,"16,577","±2,540",3.10%,±0.5,"1,594,454","±32,203",10.30%,±0.2,"585,225","±15,194",7.70%,±0.2,"103,114","±5,016",10.20%,±0.5,"132,451","±6,457",10.30%,±0.5,"755,504","±11,213",8.30%,±0.1,"413,721","±9,564",8.30%,±0.2,"270,466","±7,482",11.50%,±0.3,"194,072","±7,337",9.20%,±0.3,"277,218","±7,742",8.20%,±0.2,"209,174","±7,415",6.00%,±0.2,"102,719","±5,217",9.50%,±0.5,"293,152","±11,398",6.80%,±0.3,"364,864","±11,775",7.20%,±0.2,"686,228","±11,422",9.10%,±0.2,"468,946","±9,089",11.30%,±0.2,"229,572","±8,462",10.20%,±0.4,"359,600","±9,489",7.70%,±0.2,"72,970","±3,707",8.80%,±0.4,"150,967","±5,729",10.90%,±0.4,"189,556","±7,574",9.00%,±0.4,"102,355","±6,037",9.60%,±0.6,"414,239","±12,018",6.70%,±0.2,"138,614","±6,743",9.10%,±0.4,"1,232,351","±20,115",8.90%,±0.1,"771,355","±16,786",10.00%,±0.2,"77,801","±4,259",13.70%,±0.7,"733,993","±13,203",8.30%,±0.1,"226,162","±6,631",7.90%,±0.2,"283,734","±10,191",9.00%,±0.3,"808,415","±13,961",8.20%,±0.1,"65,507","±5,118",8.20%,±0.6,"363,534","±9,496",9.30%,±0.2,"73,980","±3,882",11.30%,±0.6,"377,624","±11,150",7.40%,±0.2,"1,471,953","±28,440",7.80%,±0.1,"205,700","±6,170",9.60%,±0.3,"40,718","±2,877",8.20%,±0.6,"489,852","±13,724",7.90%,±0.2,"554,436","±12,936",10.30%,±0.2,"106,020","±6,110",7.50%,±0.4,"459,902","±9,237",10.40%,±0.2,"48,662","±3,839",11.20%,±0.9,"281,766","±10,973",10.90%,±0.4
        Bachelor's degree,"568,086","±14,398",15.20%,±0.4,"89,372","±4,982",16.80%,±0.9,"941,950","±14,514",18.30%,±0.3,"324,482","±9,842",14.50%,±0.4,"5,677,969","±34,638",21.80%,±0.1,"1,088,922","±14,448",25.70%,±0.3,"565,281","±12,174",21.60%,±0.5,"133,974","±6,586",18.50%,±0.9,"138,796","±5,780",25.90%,±1.1,"2,872,257","±34,083",18.50%,±0.2,"1,425,151","±22,941",18.80%,±0.3,"212,655","±5,447",21.00%,±0.5,"228,096","±9,017",17.80%,±0.7,"1,924,280","±19,726",21.20%,±0.2,"813,266","±15,453",16.30%,±0.3,"440,597","±9,214",18.80%,±0.4,"431,443","±9,148",20.50%,±0.4,"475,197","±11,164",14.10%,±0.3,"525,168","±13,867",15.20%,±0.4,"214,033","±6,667",19.80%,±0.6,"929,633","±14,921",21.50%,±0.3,"1,234,605","±17,511",24.40%,±0.4,"1,298,320","±18,771",17.20%,±0.2,"979,578","±13,375",23.60%,±0.3,"286,263","±10,410",12.70%,±0.5,"813,861","±13,680",17.50%,±0.3,"178,221","±5,609",21.40%,±0.7,"294,188","±7,067",21.20%,±0.5,"341,197","±8,871",16.20%,±0.4,"231,504","±6,749",21.60%,±0.6,"1,543,904","±20,144",25.00%,±0.3,"228,095","±7,265",15.00%,±0.5,"2,947,282","±25,881",21.30%,±0.2,"1,503,185","±21,205",19.40%,±0.3,"116,017","±5,520",20.40%,±1.0,"1,519,868","±17,614",17.10%,±0.2,"468,088","±7,647",16.30%,±0.3,"638,939","±11,944",20.20%,±0.4,"1,839,363","±18,505",18.70%,±0.2,"159,742","±7,236",19.90%,±0.9,"676,306","±14,040",17.40%,±0.4,"125,635","±5,757",19.20%,±0.9,"884,595","±16,016",17.20%,±0.3,"3,680,158","±36,218",19.50%,±0.2,"450,818","±11,885",21.10%,±0.5,"106,339","±4,089",21.30%,±0.8,"1,327,704","±16,248",21.30%,±0.3,"1,183,019","±15,766",21.90%,±0.3,"174,132","±6,432",12.30%,±0.5,"869,630","±14,376",19.70%,±0.3,"75,775","±4,684",17.40%,±1.1,"471,277","±12,634",18.30%,±0.5
        Graduate or professional degree,"330,672","±10,291",8.90%,±0.3,"54,720","±3,733",10.30%,±0.7,"528,427","±10,965",10.30%,±0.2,"162,889","±6,679",7.30%,±0.3,"3,138,732","±27,984",12.10%,±0.1,"614,413","±12,211",14.50%,±0.3,"413,146","±10,294",15.80%,±0.4,"88,153","±4,617",12.20%,±0.6,"158,518","±5,497",29.50%,±1.0,"1,629,342","±22,772",10.50%,±0.1,"835,134","±20,233",11.00%,±0.3,"109,817","±4,822",10.80%,±0.5,"112,655","±6,514",8.80%,±0.5,"1,138,258","±17,470",12.50%,±0.2,"413,487","±10,732",8.30%,±0.2,"192,232","±6,739",8.20%,±0.3,"227,118","±7,718",10.80%,±0.4,"303,718","±8,662",9.00%,±0.3,"272,630","±9,227",7.90%,±0.3,"120,780","±5,368",11.20%,±0.5,"748,186","±13,479",17.30%,±0.3,"896,117","±15,501",17.70%,±0.3,"765,400","±11,787",10.10%,±0.2,"467,398","±8,841",11.20%,±0.2,"168,410","±8,174",7.50%,±0.4,"475,796","±11,409",10.20%,±0.2,"76,804","±4,469",9.20%,±0.5,"140,218","±5,299",10.10%,±0.4,"179,224","±6,856",8.50%,±0.3,"137,308","±6,297",12.80%,±0.6,"884,278","±16,473",14.30%,±0.3,"167,460","±6,482",11.00%,±0.4,"2,103,325","±24,825",15.20%,±0.2,"805,600","±17,673",10.40%,±0.2,"42,450","±4,179",7.50%,±0.7,"855,620","±12,669",9.60%,±0.1,"230,691","±6,138",8.00%,±0.2,"383,032","±9,984",12.10%,±0.3,"1,104,008","±15,712",11.30%,±0.2,"99,962","±4,528",12.50%,±0.5,"390,708","±10,371",10.00%,±0.3,"52,842","±3,995",8.10%,±0.6,"486,351","±12,118",9.50%,±0.2,"1,815,934","±26,445",9.60%,±0.1,"206,490","±6,462",9.70%,±0.3,"69,815","±3,589",14.00%,±0.7,"952,849","±15,848",15.30%,±0.3,"659,053","±13,107",12.20%,±0.2,"106,346","±6,282",7.50%,±0.4,"412,642","±9,064",9.40%,±0.2,"40,171","±3,112",9.20%,±0.7,"182,144","±8,063",7.10%,±0.3
        High school degree or higher,"3,273,931","±14,649",87.70%,±0.4,"495,991","±3,828",93.00%,±0.5,"4,618,824","±20,111",89.90%,±0.3,"1,983,543","±10,870",88.70%,±0.4,"23,204,896","±50,636",89.10%,±0.1,"3,960,712","±14,302",93.30%,±0.2,"2,406,486","±12,471",91.90%,±0.3,"664,919","±5,894",91.70%,±0.6,"500,108","±5,363",93.20%,±0.8,"13,900,670","±37,962",89.60%,±0.2,"6,756,698","±24,998",89.10%,±0.2,"949,932","±8,860",93.70%,±0.4,"1,183,640","±6,809",92.30%,±0.5,"8,295,940","±24,806",91.30%,±0.2,"4,473,610","±18,261",89.90%,±0.3,"2,186,538","±9,562",93.10%,±0.3,"1,952,895","±9,010",92.80%,±0.3,"2,953,776","±12,754",87.70%,±0.3,"2,986,654","±15,351",86.20%,±0.4,"1,002,324","±4,455",92.90%,±0.4,"3,978,947","±16,837",92.20%,±0.2,"4,680,027","±19,383",92.50%,±0.2,"6,911,090","±14,714",91.40%,±0.1,"3,898,118","±12,233",93.80%,±0.2,"1,922,429","±9,275",85.60%,±0.4,"4,220,170","±14,376",90.80%,±0.3,"776,738","±4,251",93.40%,±0.5,"1,297,783","±6,277",93.40%,±0.3,"1,901,640","±13,713",90.00%,±0.4,"996,568","±5,099",93.10%,±0.4,"5,687,172","±20,387",92.20%,±0.2,"1,336,449","±9,972",87.80%,±0.5,"12,399,876","±31,959",89.80%,±0.1,"6,965,441","±22,842",90.10%,±0.2,"530,894","±4,374",93.50%,±0.6,"8,053,868","±19,387",90.70%,±0.2,"2,571,769","±9,764",89.50%,±0.3,"2,925,650","±11,881",92.50%,±0.2,"8,942,303","±19,609",91.20%,±0.2,"725,740","±8,174",90.60%,±0.8,"3,464,276","±14,524",89.00%,±0.3,"602,123","±4,829",92.20%,±0.6,"4,567,718","±16,215",89.00%,±0.3,"16,770,068","±45,162",88.80%,±0.1,"1,996,004","±8,462",93.50%,±0.3,"465,967","±3,200",93.40%,±0.5,"5,692,944","±21,345",91.40%,±0.2,"5,021,140","±15,903",92.80%,±0.2,"1,239,524","±9,273",87.30%,±0.6,"4,106,775","±11,608",93.10%,±0.2,"409,370","±3,682",94.10%,±0.7,"2,077,051","±11,267",80.50%,±0.4
        Bachelor's degree or higher,"898,758","±18,373",24.10%,±0.5,"144,092","±5,857",27.00%,±1.1,"1,470,377","±16,254",28.60%,±0.3,"487,371","±12,517",21.80%,±0.5,"8,816,701","±42,478",33.90%,±0.2,"1,703,335","±19,000",40.10%,±0.4,"978,427","±12,347",37.40%,±0.5,"222,127","±6,677",30.60%,±0.9,"297,314","±6,005",55.40%,±1.0,"4,501,599","±38,682",29.00%,±0.2,"2,260,285","±28,180",29.80%,±0.4,"322,472","±7,241",31.80%,±0.7,"340,751","±11,032",26.60%,±0.8,"3,062,538","±23,420",33.70%,±0.2,"1,226,753","±18,382",24.60%,±0.4,"632,829","±11,863",26.90%,±0.5,"658,561","±10,736",31.30%,±0.5,"778,915","±14,261",23.10%,±0.4,"797,798","±15,584",23.00%,±0.5,"334,813","±7,515",31.00%,±0.7,"1,677,819","±18,814",38.90%,±0.4,"2,130,722","±21,258",42.10%,±0.4,"2,063,720","±22,595",27.30%,±0.3,"1,446,976","±14,867",34.80%,±0.3,"454,673","±13,985",20.20%,±0.6,"1,289,657","±18,331",27.70%,±0.4,"255,025","±7,263",30.70%,±0.9,"434,406","±8,582",31.30%,±0.6,"520,421","±11,123",24.60%,±0.5,"368,812","±7,894",34.50%,±0.7,"2,428,182","±24,305",39.40%,±0.4,"395,555","±8,226",26.00%,±0.6,"5,050,607","±33,131",36.60%,±0.2,"2,308,785","±29,518",29.90%,±0.4,"158,467","±6,431",27.90%,±1.1,"2,375,488","±20,864",26.80%,±0.2,"698,779","±8,668",24.30%,±0.3,"1,021,971","±14,113",32.30%,±0.4,"2,943,371","±23,765",30.00%,±0.2,"259,704","±8,328",32.40%,±1.0,"1,067,014","±15,812",27.40%,±0.4,"178,477","±7,514",27.30%,±1.2,"1,370,946","±17,553",26.70%,±0.3,"5,496,092","±44,688",29.10%,±0.2,"657,308","±14,405",30.80%,±0.7,"176,154","±5,473",35.30%,±1.1,"2,280,553","±22,986",36.60%,±0.4,"1,842,072","±18,158",34.10%,±0.3,"280,478","±9,412",19.70%,±0.7,"1,282,272","±16,555",29.10%,±0.4,"115,946","±5,443",26.70%,±1.2,"653,421","±14,287",25.30%,±0.6
    POVERTY STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Total Citizens, 18 years and older, for whom poverty status is determined","3,628,834","±6,358",(X),(X),"519,473","±2,621",(X),(X),"5,010,979","±16,367",(X),(X),"2,161,785","±5,872",(X),(X),"25,468,156","±47,496",(X),(X),"4,144,655","±11,093",(X),(X),"2,530,404","±9,959",(X),(X),"703,505","±3,684",(X),(X),"508,741","±3,781",(X),(X),"15,173,968","±36,325",(X),(X),"7,349,746","±15,609",(X),(X),"985,155","±7,803",(X),(X),"1,257,965","±4,803",(X),(X),"8,842,663","±18,465",(X),(X),"4,816,110","±9,935",(X),(X),"2,267,012","±7,158",(X),(X),"2,032,470","±7,506",(X),(X),"3,253,739","±6,360",(X),(X),"3,353,474","±7,685",(X),(X),"1,049,814","±2,320",(X),(X),"4,200,354","±13,054",(X),(X),"4,862,521","±15,551",(X),(X),"7,392,512","±9,633",(X),(X),"4,062,212","±9,953",(X),(X),"2,162,794","±3,697",(X),(X),"4,502,373","±8,452",(X),(X),"812,042","±2,677",(X),(X),"1,346,037","±4,743",(X),(X),"2,082,867","±11,591",(X),(X),"1,034,619","±3,127",(X),(X),"6,035,012","±19,945",(X),(X),"1,490,923","±8,299",(X),(X),"13,418,095","±26,800",(X),(X),"7,489,514","±15,256",(X),(X),"547,770","±3,375",(X),(X),"8,607,739","±11,393",(X),(X),"2,782,171","±6,554",(X),(X),"3,104,064","±8,909",(X),(X),"9,459,852","±11,783",(X),(X),"765,195","±6,222",(X),(X),"3,775,094","±8,582",(X),(X),"629,200","±3,096",(X),(X),"4,992,881","±9,804",(X),(X),"18,380,838","±40,697",(X),(X),"2,098,305","±6,384",(X),(X),"476,653","±2,771",(X),(X),"6,009,518","±14,940",(X),(X),"5,303,298","±15,246",(X),(X),"1,379,381","±2,277",(X),(X),"4,292,455","±8,001",(X),(X),"423,590","±2,588",(X),(X),"2,556,211","±4,472",(X),(X)
