Label,Alabama!!Total!!Estimate,Alabama!!Total!!Margin of Error,Alabama!!Percent!!Estimate,Alabama!!Percent!!Margin of Error,Alaska!!Total!!Estimate,Alaska!!Total!!Margin of Error,Alaska!!Percent!!Estimate,Alaska!!Percent!!Margin of Error,Arizona!!Total!!Estimate,Arizona!!Total!!Margin of Error,Arizona!!Percent!!Estimate,Arizona!!Percent!!Margin of Error,Arkansas!!Total!!Estimate,Arkansas!!Total!!Margin of Error,Arkansas!!Percent!!Estimate,Arkansas!!Percent!!Margin of Error,California!!Total!!Estimate,California!!Total!!Margin of Error,California!!Percent!!Estimate,California!!Percent!!Margin of Error,Colorado!!Total!!Estimate,Colorado!!Total!!Margin of Error,Colorado!!Percent!!Estimate,Colorado!!Percent!!Margin of Error,Connecticut!!Total!!Estimate,Connecticut!!Total!!Margin of Error,Connecticut!!Percent!!Estimate,Connecticut!!Percent!!Margin of Error,Delaware!!Total!!Estimate,Delaware!!Total!!Margin of Error,Delaware!!Percent!!Estimate,Delaware!!Percent!!Margin of Error,District of Columbia!!Total!!Estimate,District of Columbia!!Total!!Margin of Error,District of Columbia!!Percent!!Estimate,District of Columbia!!Percent!!Margin of Error,Florida!!Total!!Estimate,Florida!!Total!!Margin of Error,Florida!!Percent!!Estimate,Florida!!Percent!!Margin of Error,Georgia!!Total!!Estimate,Georgia!!Total!!Margin of Error,Georgia!!Percent!!Estimate,Georgia!!Percent!!Margin of Error,Hawaii!!Total!!Estimate,Hawaii!!Total!!Margin of Error,Hawaii!!Percent!!Estimate,Hawaii!!Percent!!Margin of Error,Idaho!!Total!!Estimate,Idaho!!Total!!Margin of Error,Idaho!!Percent!!Estimate,Idaho!!Percent!!Margin of Error,Illinois!!Total!!Estimate,Illinois!!Total!!Margin of Error,Illinois!!Percent!!Estimate,Illinois!!Percent!!Margin of Error,Indiana!!Total!!Estimate,Indiana!!Total!!Margin of Error,Indiana!!Percent!!Estimate,Indiana!!Percent!!Margin of Error,Iowa!!Total!!Estimate,Iowa!!Total!!Margin of Error,Iowa!!Percent!!Estimate,Iowa!!Percent!!Margin of Error,Kansas!!Total!!Estimate,Kansas!!Total!!Margin of Error,Kansas!!Percent!!Estimate,Kansas!!Percent!!Margin of Error,Kentucky!!Total!!Estimate,Kentucky!!Total!!Margin of Error,Kentucky!!Percent!!Estimate,Kentucky!!Percent!!Margin of Error,Louisiana!!Total!!Estimate,Louisiana!!Total!!Margin of Error,Louisiana!!Percent!!Estimate,Louisiana!!Percent!!Margin of Error,Maine!!Total!!Estimate,Maine!!Total!!Margin of Error,Maine!!Percent!!Estimate,Maine!!Percent!!Margin of Error,Maryland!!Total!!Estimate,Maryland!!Total!!Margin of Error,Maryland!!Percent!!Estimate,Maryland!!Percent!!Margin of Error,Massachusetts!!Total!!Estimate,Massachusetts!!Total!!Margin of Error,Massachusetts!!Percent!!Estimate,Massachusetts!!Percent!!Margin of Error,Michigan!!Total!!Estimate,Michigan!!Total!!Margin of Error,Michigan!!Percent!!Estimate,Michigan!!Percent!!Margin of Error,Minnesota!!Total!!Estimate,Minnesota!!Total!!Margin of Error,Minnesota!!Percent!!Estimate,Minnesota!!Percent!!Margin of Error,Mississippi!!Total!!Estimate,Mississippi!!Total!!Margin of Error,Mississippi!!Percent!!Estimate,Mississippi!!Percent!!Margin of Error,Missouri!!Total!!Estimate,Missouri!!Total!!Margin of Error,Missouri!!Percent!!Estimate,Missouri!!Percent!!Margin of Error,Montana!!Total!!Estimate,Montana!!Total!!Margin of Error,Montana!!Percent!!Estimate,Montana!!Percent!!Margin of Error,Nebraska!!Total!!Estimate,Nebraska!!Total!!Margin of Error,Nebraska!!Percent!!Estimate,Nebraska!!Percent!!Margin of Error,Nevada!!Total!!Estimate,Nevada!!Total!!Margin of Error,Nevada!!Percent!!Estimate,Nevada!!Percent!!Margin of Error,New Hampshire!!Total!!Estimate,New Hampshire!!Total!!Margin of Error,New Hampshire!!Percent!!Estimate,New Hampshire!!Percent!!Margin of Error,New Jersey!!Total!!Estimate,New Jersey!!Total!!Margin of Error,New Jersey!!Percent!!Estimate,New Jersey!!Percent!!Margin of Error,New Mexico!!Total!!Estimate,New Mexico!!Total!!Margin of Error,New Mexico!!Percent!!Estimate,New Mexico!!Percent!!Margin of Error,New York!!Total!!Estimate,New York!!Total!!Margin of Error,New York!!Percent!!Estimate,New York!!Percent!!Margin of Error,North Carolina!!Total!!Estimate,North Carolina!!Total!!Margin of Error,North Carolina!!Percent!!Estimate,North Carolina!!Percent!!Margin of Error,North Dakota!!Total!!Estimate,North Dakota!!Total!!Margin of Error,North Dakota!!Percent!!Estimate,North Dakota!!Percent!!Margin of Error,Ohio!!Total!!Estimate,Ohio!!Total!!Margin of Error,Ohio!!Percent!!Estimate,Ohio!!Percent!!Margin of Error,Oklahoma!!Total!!Estimate,Oklahoma!!Total!!Margin of Error,Oklahoma!!Percent!!Estimate,Oklahoma!!Percent!!Margin of Error,Oregon!!Total!!Estimate,Oregon!!Total!!Margin of Error,Oregon!!Percent!!Estimate,Oregon!!Percent!!Margin of Error,Pennsylvania!!Total!!Estimate,Pennsylvania!!Total!!Margin of Error,Pennsylvania!!Percent!!Estimate,Pennsylvania!!Percent!!Margin of Error,Rhode Island!!Total!!Estimate,Rhode Island!!Total!!Margin of Error,Rhode Island!!Percent!!Estimate,Rhode Island!!Percent!!Margin of Error,South Carolina!!Total!!Estimate,South Carolina!!Total!!Margin of Error,South Carolina!!Percent!!Estimate,South Carolina!!Percent!!Margin of Error,South Dakota!!Total!!Estimate,South Dakota!!Total!!Margin of Error,South Dakota!!Percent!!Estimate,South Dakota!!Percent!!Margin of Error,Tennessee!!Total!!Estimate,Tennessee!!Total!!Margin of Error,Tennessee!!Percent!!Estimate,Tennessee!!Percent!!Margin of Error,Texas!!Total!!Estimate,Texas!!Total!!Margin of Error,Texas!!Percent!!Estimate,Texas!!Percent!!Margin of Error,Utah!!Total!!Estimate,Utah!!Total!!Margin of Error,Utah!!Percent!!Estimate,Utah!!Percent!!Margin of Error,Vermont!!Total!!Estimate,Vermont!!Total!!Margin of Error,Vermont!!Percent!!Estimate,Vermont!!Percent!!Margin of Error,Virginia!!Total!!Estimate,Virginia!!Total!!Margin of Error,Virginia!!Percent!!Estimate,Virginia!!Percent!!Margin of Error,Washington!!Total!!Estimate,Washington!!Total!!Margin of Error,Washington!!Percent!!Estimate,Washington!!Percent!!Margin of Error,West Virginia!!Total!!Estimate,West Virginia!!Total!!Margin of Error,West Virginia!!Percent!!Estimate,West Virginia!!Percent!!Margin of Error,Wisconsin!!Total!!Estimate,Wisconsin!!Total!!Margin of Error,Wisconsin!!Percent!!Estimate,Wisconsin!!Percent!!Margin of Error,Wyoming!!Total!!Estimate,Wyoming!!Total!!Margin of Error,Wyoming!!Percent!!Estimate,Wyoming!!Percent!!Margin of Error,Puerto Rico!!Total!!Estimate,Puerto Rico!!Total!!Margin of Error,Puerto Rico!!Percent!!Estimate,Puerto Rico!!Percent!!Margin of Error
        White alone,"2,609,612","±5,498",69.90%,±0.1,"365,703","±3,158",68.60%,±0.5,"4,166,945","±19,155",81.10%,±0.3,"1,782,057","±4,200",79.70%,±0.2,"16,517,379","±42,167",63.40%,±0.1,"3,679,680","±12,676",86.70%,±0.2,"2,084,522","±10,450",79.60%,±0.3,"525,325","±3,039",72.40%,±0.4,"244,643","±3,385",45.60%,±0.6,"12,068,096","±33,224",77.80%,±0.2,"4,614,610","±13,410",60.90%,±0.1,"279,227","±3,185",27.50%,±0.3,"1,179,206","±5,283",91.90%,±0.4,"6,815,463","±19,906",75.00%,±0.2,"4,293,251","±8,123",86.20%,±0.2,"2,181,523","±5,112",92.90%,±0.2,"1,830,552","±6,461",87.00%,±0.3,"3,004,987","±4,492",89.20%,±0.1,"2,217,274","±5,844",64.00%,±0.1,"1,031,737","±1,917",95.60%,±0.2,"2,551,302","±8,000",59.10%,±0.2,"4,179,483","±13,716",82.60%,±0.3,"6,132,502","±9,283",81.10%,±0.1,"3,619,184","±6,009",87.10%,±0.2,"1,354,587","±4,022",60.30%,±0.2,"3,931,970","±5,678",84.60%,±0.1,"751,393","±2,616",90.30%,±0.3,"1,247,723","±3,543",89.80%,±0.3,"1,472,166","±12,076",69.70%,±0.5,"1,015,920","±2,979",94.90%,±0.3,"4,452,328","±15,551",72.20%,±0.3,"1,154,001","±12,235",75.80%,±0.7,"9,463,280","±22,703",68.50%,±0.2,"5,532,516","±11,015",71.60%,±0.1,"507,891","±1,808",89.50%,±0.5,"7,451,074","±7,627",83.90%,±0.1,"2,175,841","±5,906",75.70%,±0.2,"2,756,993","±8,176",87.20%,±0.2,"8,172,337","±12,578",83.30%,±0.1,"672,350","±5,610",84.00%,±0.7,"2,713,298","±5,923",69.70%,±0.1,"575,570","±1,825",88.10%,±0.4,"4,094,840","±7,475",79.80%,±0.1,"14,273,222","±40,315",75.60%,±0.1,"1,937,546","±7,982",90.80%,±0.3,"476,833","±1,339",95.60%,±0.5,"4,396,643","±11,324",70.60%,±0.2,"4,356,305","±11,404",80.50%,±0.2,"1,337,522","±2,392",94.20%,±0.2,"3,914,318","±6,601",88.70%,±0.2,"404,270","±2,051",93.00%,±0.5,"1,683,468","±12,768",65.30%,±0.5
        Black or African American alone,"996,812","±5,976",26.70%,±0.2,"17,746","±1,323",3.30%,±0.2,"240,721","±4,632",4.70%,±0.1,"345,456","±4,146",15.50%,±0.2,"1,744,654","±12,582",6.70%,±0.1,"169,652","±4,943",4.00%,±0.1,"276,252","±6,195",10.50%,±0.2,"157,024","±3,369",21.70%,±0.4,"243,233","±3,697",45.30%,±0.7,"2,330,705","±23,139",15.00%,±0.1,"2,493,514","±11,032",32.90%,±0.1,"21,419","±1,431",2.10%,±0.1,"6,553","±1,254",0.50%,±0.1,"1,335,520","±8,545",14.70%,±0.1,"449,253","±5,766",9.00%,±0.1,"75,310","±3,318",3.20%,±0.1,"119,277","±3,331",5.70%,±0.2,"263,543","±5,584",7.80%,±0.2,"1,104,855","±6,007",31.90%,±0.2,"9,600","±1,771",0.90%,±0.2,"1,332,694","±7,991",30.90%,±0.2,"348,589","±7,255",6.90%,±0.1,"1,020,180","±6,567",13.50%,±0.1,"205,733","±6,054",4.90%,±0.1,"834,483","±5,679",37.10%,±0.2,"507,299","±6,139",10.90%,±0.1,N,N,N,N,"57,141","±2,446",4.10%,±0.2,"209,465","±3,795",9.90%,±0.2,"13,302","±1,381",1.20%,±0.1,"856,874","±10,331",13.90%,±0.2,"34,879","±2,912",2.30%,±0.2,"2,152,967","±15,430",15.60%,±0.1,"1,692,009","±10,607",21.90%,±0.1,"11,452","±1,850",2.00%,±0.3,"1,052,562","±8,651",11.90%,±0.1,"207,763","±3,707",7.20%,±0.1,"56,026","±3,251",1.80%,±0.1,"1,038,791","±9,676",10.60%,±0.1,"49,321","±3,512",6.20%,±0.4,"1,032,337","±5,837",26.50%,±0.1,"9,704","±2,011",1.50%,±0.3,"850,333","±5,945",16.60%,±0.1,"2,524,172","±17,359",13.40%,±0.1,"20,064","±1,836",0.90%,±0.1,"5,062","±1,074",1.00%,±0.2,"1,238,107","±9,335",19.90%,±0.1,"196,882","±5,943",3.60%,±0.1,"52,815","±2,314",3.70%,±0.2,"258,513","±3,533",5.90%,±0.1,N,N,N,N,"319,052","±8,326",12.40%,±0.3
        Asian alone,"34,017","±2,204",0.90%,±0.1,"26,683","±2,402",5.00%,±0.4,"127,073","±4,983",2.50%,±0.1,"24,055","±2,256",1.10%,±0.1,"3,714,094","±22,594",14.30%,±0.1,"109,532","±4,487",2.60%,±0.1,"86,316","±4,486",3.30%,±0.2,"18,037","±1,499",2.50%,±0.2,"20,690","±1,395",3.90%,±0.3,"352,200","±9,200",2.30%,±0.1,"217,935","±7,664",2.90%,±0.1,"405,960","±6,629",40.00%,±0.6,"13,148","±1,850",1.00%,±0.1,"398,896","±8,139",4.40%,±0.1,"71,299","±4,191",1.40%,±0.1,"35,105","±2,789",1.50%,±0.1,"45,883","±2,685",2.20%,±0.1,"32,281","±2,513",1.00%,±0.1,"43,112","±3,137",1.20%,±0.1,"9,369","±1,060",0.90%,±0.1,"222,050","±5,921",5.10%,±0.1,"244,675","±6,873",4.80%,±0.1,"158,530","±5,632",2.10%,±0.1,"155,022","±4,955",3.70%,±0.1,"15,882","±2,241",0.70%,±0.1,"65,793","±3,755",1.40%,±0.1,"5,130","±1,055",0.60%,±0.1,"22,871","±1,853",1.60%,±0.1,"167,309","±4,376",7.90%,±0.2,"17,650","±1,903",1.60%,±0.2,"464,742","±8,228",7.50%,±0.1,"20,266","±2,165",1.30%,±0.1,"921,239","±12,190",6.70%,±0.1,"152,850","±6,560",2.00%,±0.1,"4,071","±1,247",0.70%,±0.2,"132,192","±5,557",1.50%,±0.1,"50,953","±2,807",1.80%,±0.1,"113,542","±4,874",3.60%,±0.1,"238,614","±5,843",2.40%,±0.1,"21,204","±2,380",2.60%,±0.3,"45,305","±2,912",1.20%,±0.1,"5,933","±1,582",0.90%,±0.2,"64,607","±3,192",1.30%,±0.1,"739,788","±13,030",3.90%,±0.1,"40,075","±2,765",1.90%,±0.1,"4,956","±1,522",1.00%,±0.3,"326,275","±8,112",5.20%,±0.1,"372,706","±8,992",6.90%,±0.2,"7,883","±1,691",0.60%,±0.1,"82,163","±3,364",1.90%,±0.1,N,N,N,N,"3,130","±1,176",0.10%,±0.1
        American Indian and Alaska Native alone,N,N,N,N,N,N,N,N,"234,229","±5,321",4.60%,±0.1,N,N,N,N,"222,717","±9,803",0.90%,±0.1,"42,997","±3,799",1.00%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,"41,215","±3,631",0.30%,±0.1,"22,881","±3,687",0.30%,±0.1,N,N,N,N,N,N,N,N,"19,999","±2,685",0.20%,±0.1,"13,560","±2,272",0.30%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"14,591","±1,918",0.30%,±0.1,"13,647","±1,898",0.30%,±0.1,"44,152","±2,662",0.60%,±0.1,"40,218","±2,444",1.00%,±0.1,N,N,N,N,"20,013","±2,616",0.40%,±0.1,N,N,N,N,N,N,N,N,"27,233","±1,981",1.30%,±0.1,N,N,N,N,"12,330","±2,743",0.20%,±0.1,"145,613","±3,561",9.60%,±0.2,"52,456","±4,502",0.40%,±0.1,"92,868","±3,541",1.20%,±0.1,N,N,N,N,N,N,N,N,"224,980","±4,266",7.80%,±0.2,"36,906","±3,653",1.20%,±0.1,"18,764","±2,331",0.20%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"107,161","±6,755",0.60%,±0.1,"24,084","±2,006",1.10%,±0.1,N,N,N,N,"17,964","±2,409",0.30%,±0.1,"74,306","±4,311",1.40%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
        Native Hawaiian and Other Pacific Islander alone,N,N,N,N,"6,247",±659,1.20%,±0.1,"8,195","±1,242",0.20%,±0.1,"2,135",±944,0.10%,±0.1,"104,567","±3,916",0.40%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"11,255","±2,400",0.10%,±0.1,N,N,N,N,"93,496","±4,806",9.20%,±0.4,N,N,N,N,N,N,N,N,N,N,N,N,823,±658,0.00%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"1,237",±579,0.00%,±0.1,N,N,N,N,N,N,N,N,"4,297","±1,230",0.10%,±0.1,N,N,N,N,N,N,N,N,"15,622","±1,829",0.70%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,"5,681","±1,412",0.00%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"8,555","±1,491",0.30%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"14,892","±1,881",0.10%,±0.1,"18,894","±2,117",0.90%,±0.1,N,N,N,N,N,N,N,N,"28,779","±2,665",0.50%,±0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
        Some Other Race alone,"23,467","±3,571",0.60%,±0.1,"8,042","±2,390",1.50%,±0.4,"213,705","±12,393",4.20%,±0.2,"26,066","±3,589",1.20%,±0.2,"2,657,633","±38,923",10.20%,±0.1,"109,338","±8,377",2.60%,±0.2,"102,293","±7,465",3.90%,±0.3,"7,816","±1,897",1.10%,±0.3,"11,852","±2,791",2.20%,±0.5,"387,550","±16,036",2.50%,±0.1,"97,946","±8,542",1.30%,±0.1,"16,616","±2,841",1.60%,±0.3,"35,563","±4,138",2.80%,±0.3,"339,354","±14,014",3.70%,±0.2,"64,291","±6,717",1.30%,±0.1,"13,269","±2,228",0.60%,±0.1,"31,658","±4,031",1.50%,±0.2,"11,524","±2,040",0.30%,±0.1,"26,803","±3,871",0.80%,±0.1,"2,878",±982,0.30%,±0.1,"87,620","±6,417",2.00%,±0.1,"149,731","±10,033",3.00%,±0.2,"53,163","±4,662",0.70%,±0.1,"46,297","±4,580",1.10%,±0.1,"10,323","±2,132",0.50%,±0.1,"35,030","±4,088",0.80%,±0.1,N,N,N,N,"23,278","±2,578",1.70%,±0.2,"141,146","±9,026",6.70%,±0.4,"5,523","±2,106",0.50%,±0.2,"255,447","±13,652",4.10%,±0.2,"124,366","±9,665",8.20%,±0.6,"866,370","±19,901",6.30%,±0.1,"110,126","±7,434",1.40%,±0.1,N,N,N,N,"56,177","±4,760",0.60%,±0.1,"37,300","±3,450",1.30%,±0.1,"65,722","±5,937",2.10%,±0.2,"178,681","±10,693",1.80%,±0.1,"32,099","±5,112",4.00%,±0.6,"28,425","±4,004",0.70%,±0.1,"2,045",±771,0.30%,±0.1,"27,620","±2,949",0.50%,±0.1,"791,877","±23,553",4.20%,±0.1,"44,219","±4,802",2.10%,±0.2,N,N,N,N,"83,647","±6,853",1.30%,±0.1,"135,003","±8,364",2.50%,±0.2,"3,480","±1,093",0.20%,±0.1,"54,975","±5,336",1.20%,±0.1,"5,738","±1,557",1.30%,±0.4,"394,015","±12,050",15.30%,±0.5
        Two or More Races,"49,526","±4,572",1.30%,±0.1,"30,744","±3,330",5.80%,±0.6,"146,606","±6,995",2.90%,±0.1,"41,170","±3,563",1.80%,±0.2,"1,071,116","±20,672",4.10%,±0.1,"126,536","±6,303",3.00%,±0.1,"63,682","±5,603",2.40%,±0.2,"13,317","±2,249",1.80%,±0.3,"14,616","±2,557",2.70%,±0.5,"316,294","±14,261",2.00%,±0.1,"130,464","±7,394",1.70%,±0.1,"193,286","±7,760",19.10%,±0.7,"30,091","±3,147",2.30%,±0.2,"175,596","±8,652",1.90%,±0.1,"85,277","±6,374",1.70%,±0.1,"33,643","±3,847",1.40%,±0.2,"56,439","±4,248",2.70%,±0.2,"46,553","±4,526",1.40%,±0.1,"51,054","±5,275",1.50%,±0.2,"17,529","±1,960",1.60%,±0.2,"106,711","±6,737",2.50%,±0.2,"118,850","±7,548",2.40%,±0.1,"152,700","±6,663",2.00%,±0.1,"89,291","±6,139",2.10%,±0.1,"20,862","±3,795",0.90%,±0.2,"85,916","±5,801",1.80%,±0.1,N,N,N,N,"24,460","±3,195",1.80%,±0.2,"78,991","±5,446",3.70%,±0.3,"16,046","±2,014",1.50%,±0.2,"126,012","±8,468",2.00%,±0.1,"42,144","±3,841",2.80%,±0.3,"348,837","±12,438",2.50%,±0.1,"145,566","±9,307",1.90%,±0.1,N,N,N,N,"166,589","±7,329",1.90%,±0.1,"176,006","±5,579",6.10%,±0.2,"124,460","±7,232",3.90%,±0.2,"160,507","±8,620",1.60%,±0.1,"22,611","±4,055",2.80%,±0.5,"55,755","±5,253",1.40%,±0.1,N,N,N,N,"74,875","±5,481",1.50%,±0.1,"424,430","±15,124",2.20%,±0.1,"49,367","±5,447",2.30%,±0.3,N,N,N,N,"160,036","±8,770",2.60%,±0.1,"245,054","±9,611",4.50%,±0.2,"15,271","±2,046",1.10%,±0.1,"61,340","±4,389",1.40%,±0.1,N,N,N,N,"177,395","±9,797",6.90%,±0.4
        Hispanic or Latino,"80,762","±5,002",2.20%,±0.1,"31,764","±1,315",6.00%,±0.2,"1,231,576","±14,889",24.00%,±0.2,"86,066","±4,679",3.90%,±0.2,"8,052,745","±36,861",30.90%,±0.1,"701,813","±9,976",16.50%,±0.2,"329,594","±7,123",12.60%,±0.2,"42,220","±2,473",5.80%,±0.3,"41,218","±2,404",7.70%,±0.4,"3,229,500","±26,991",20.80%,±0.1,"381,959","±9,365",5.00%,±0.1,"89,330","±2,209",8.80%,±0.2,"110,831","±3,959",8.60%,±0.3,"1,106,567","±14,300",12.20%,±0.1,"222,104","±6,344",4.50%,±0.1,"89,663","±3,836",3.80%,±0.2,"154,992","±5,853",7.40%,±0.3,"59,886","±3,449",1.80%,±0.1,"108,844","±6,291",3.10%,±0.2,"14,812","±1,162",1.40%,±0.1,"243,128","±7,757",5.60%,±0.2,"465,240","±9,624",9.20%,±0.2,"268,656","±5,524",3.60%,±0.1,"136,880","±4,816",3.30%,±0.1,"42,878","±3,410",1.90%,±0.2,"130,429","±4,640",2.80%,±0.1,"26,286","±1,809",3.20%,±0.2,"92,631","±3,341",6.70%,±0.2,"428,143","±9,453",20.30%,±0.4,"29,676","±1,853",2.80%,±0.2,"954,992","±12,104",15.50%,±0.2,"663,946","±7,464",43.60%,±0.3,"2,094,324","±17,211",15.20%,±0.1,"360,001","±8,979",4.70%,±0.1,"18,079","±1,757",3.20%,±0.3,"239,267","±5,548",2.70%,±0.1,"180,220","±4,248",6.30%,±0.1,"268,182","±6,881",8.50%,±0.2,"551,612","±9,070",5.60%,±0.1,"92,534","±5,105",11.60%,±0.6,"111,138","±6,380",2.90%,±0.2,"15,345","±1,211",2.30%,±0.2,"128,372","±7,489",2.50%,±0.1,"5,837,138","±34,736",30.90%,±0.1,"205,178","±6,002",9.60%,±0.3,"8,000",±769,1.60%,±0.2,"358,027","±9,424",5.70%,±0.1,"422,059","±9,502",7.80%,±0.2,"14,900","±1,892",1.00%,±0.1,"191,155","±4,499",4.30%,±0.1,"33,380","±2,034",7.70%,±0.4,"2,535,771","±5,859",98.30%,±0.2
"        White alone, Not Hispanic or Latino","2,556,191","±3,186",68.50%,±0.1,"345,404","±2,490",64.80%,±0.4,"3,235,378","±7,404",63.00%,±0.2,"1,727,484","±1,892",77.30%,±0.2,"11,659,989","±15,609",44.80%,±0.1,"3,149,154","±4,297",74.20%,±0.2,"1,897,088","±5,332",72.40%,±0.3,"495,549","±1,666",68.30%,±0.3,"221,801","±1,893",41.30%,±0.3,"9,388,752","±13,533",60.50%,±0.1,"4,367,617","±8,451",57.60%,±0.1,"253,118","±1,583",25.00%,±0.2,"1,112,809","±2,577",86.80%,±0.4,"6,117,633","±8,381",67.30%,±0.1,"4,150,304","±3,585",83.40%,±0.2,"2,113,157","±3,399",90.00%,±0.2,"1,720,225","±1,901",81.80%,±0.3,"2,962,724","±3,350",88.00%,±0.1,"2,142,840","±2,980",61.90%,±0.1,"1,021,883","±1,390",94.70%,±0.2,"2,424,636","±4,021",56.20%,±0.2,"3,911,205","±9,686",77.30%,±0.3,"5,943,664","±6,360",78.60%,±0.1,"3,540,688","±3,908",85.20%,±0.2,"1,327,182","±1,723",59.10%,±0.1,"3,845,339","±2,760",82.70%,±0.1,"734,206","±1,521",88.30%,±0.2,"1,184,916","±1,788",85.30%,±0.3,"1,210,896","±4,974",57.30%,±0.3,"994,140","±1,760",92.90%,±0.3,"3,835,196","±6,998",62.20%,±0.2,"650,989","±2,049",42.80%,±0.2,"8,524,766","±10,611",61.70%,±0.1,"5,314,942","±5,869",68.80%,±0.1,"498,525","±1,228",87.80%,±0.5,"7,293,876","±4,778",82.10%,±0.1,"2,052,588","±2,755",71.40%,±0.2,"2,582,718","±3,423",81.70%,±0.2,"7,873,298","±6,499",80.30%,±0.1,"624,256","±2,661",78.00%,±0.6,"2,642,359","±3,183",67.90%,±0.1,"564,855",±980,86.40%,±0.4,"4,001,008","±4,266",78.00%,±0.1,"9,457,742","±11,094",50.10%,±0.1,"1,791,543","±2,703",83.90%,±0.3,"471,236","±1,021",94.50%,±0.5,"4,166,730","±6,110",66.90%,±0.2,"4,116,877","±6,919",76.10%,±0.2,"1,326,824","±1,969",93.40%,±0.2,"3,792,071","±3,947",85.90%,±0.1,"379,616",±863,87.30%,±0.5,"32,866","±4,432",1.30%,±0.2
    EDUCATIONAL ATTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Less than 9th grade,"114,239","±6,471",3.10%,±0.2,"9,142","±1,512",1.70%,±0.3,"155,754","±8,014",3.00%,±0.2,"75,086","±4,379",3.40%,±0.2,"1,190,847","±21,944",4.60%,±0.1,"84,166","±5,628",2.00%,±0.1,"70,215","±4,265",2.70%,±0.2,"14,176","±2,177",2.00%,±0.3,"12,142","±2,661",2.30%,±0.5,"494,800","±15,472",3.20%,±0.1,"212,417","±8,483",2.80%,±0.1,"26,047","±2,889",2.60%,±0.3,"22,686","±2,916",1.80%,±0.2,"251,890","±10,003",2.80%,±0.1,"141,732","±7,928",2.80%,±0.2,"47,478","±4,522",2.00%,±0.2,"42,417","±3,579",2.00%,±0.2,"142,640","±6,099",4.20%,±0.2,"128,154","±7,461",3.70%,±0.2,"20,493","±2,384",1.90%,±0.2,"93,647","±6,455",2.20%,±0.2,"145,102","±6,943",2.90%,±0.1,"159,983","±6,000",2.10%,±0.1,"79,692","±4,290",1.90%,±0.1,"88,639","±5,470",3.90%,±0.2,"116,172","±5,493",2.50%,±0.1,"13,111","±1,769",1.60%,±0.2,"29,545","±2,551",2.10%,±0.2,"56,378","±4,713",2.70%,±0.2,"15,929","±2,193",1.50%,±0.2,"177,161","±7,232",2.90%,±0.1,"57,352","±5,024",3.80%,±0.3,"529,488","±13,784",3.80%,±0.1,"195,644","±7,760",2.50%,±0.1,"11,789","±1,976",2.10%,±0.3,"208,145","±9,558",2.30%,±0.1,"73,157","±3,890",2.50%,±0.1,"58,798","±4,950",1.90%,±0.2,"246,246","±9,139",2.50%,±0.1,"27,246","±3,481",3.40%,±0.4,"107,252","±6,275",2.80%,±0.2,"14,136","±2,021",2.20%,±0.3,"167,764","±8,332",3.30%,±0.2,"741,957","±15,540",3.90%,±0.1,"31,069","±3,132",1.50%,±0.1,"8,276","±1,479",1.70%,±0.3,"152,099","±7,607",2.40%,±0.1,"104,703","±5,678",1.90%,±0.1,"55,030","±3,962",3.90%,±0.3,"81,894","±3,865",1.90%,±0.1,"5,796","±1,190",1.30%,±0.3,"319,033","±9,179",12.40%,±0.4
